X1,X,Precursor.Ion.Name,Retention.Time,Area,Background,Height,Mass.Error.PPM,SNFlag,ppmFlag,areaminFlag,RT_ref,RT_max,RT_min,RTFlag,Blank.Area,BlankFlag,Flags,QC_area,Reps_Present,ReplicateFlag,Samps_Present,Replicate.Name,SampleFlag,SmpFlag,CmpFlag,Filled_area,Backfill_Flag
2936,5180,Propionylglycine,NA,NA,NA,NA,NA,NA,NA,NA,4.195,5.33,3.28,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_1,NA,NA,NA,NA,NA
2937,5181,Propionylglycine,NA,NA,NA,NA,NA,NA,NA,NA,4.195,5.33,3.28,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_2,NA,NA,NA,NA,NA
2938,5182,Propionylglycine,3.43,91486,0,18188,-1.6,NA,NA,NA,4.195,5.33,3.28,NA,NA,NA,NA,91486,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_1,NA,NA,NA,91486,NA
2939,5183,Propionylglycine,3.76,124184,0,22531,-2.1,NA,NA,NA,4.195,5.33,3.28,NA,NA,NA,NA,124184,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_2,NA,NA,NA,124184,NA
2940,5184,Propionylglycine,5.33,448460,0,18677,-2.9,NA,NA,NA,4.195,5.33,3.28,NA,NA,NA,NA,448460,NA,NA,NA,200821_Std_H2OinMatrix_1,NA,NA,NA,448460,NA
2941,5185,Propionylglycine,4.28,413634,0,21261,-1.9,NA,NA,NA,4.195,5.33,3.28,NA,NA,NA,NA,413634,NA,NA,NA,200821_Std_H2OinMatrix_2,NA,NA,NA,413634,NA
2965,5275,Acetylglutamic acid,11.66,224134544,3047996,18438830,-0.4,NA,NA,NA,11.51125,11.79,11.05,NA,NA,NA,NA,224134544,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_1,NA,NA,NA,224134544,NA
2966,5276,Acetylglutamic acid,11.05,319724000,2250851,25038300,-0.1,NA,NA,NA,11.51125,11.79,11.05,NA,NA,NA,NA,319724000,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_2,NA,NA,NA,319724000,NA
2967,5277,Acetylglutamic acid,11.79,265599120,2683253,24009830,-0.5,NA,NA,NA,11.51125,11.79,11.05,NA,NA,NA,NA,265599120,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_1,NA,NA,NA,265599120,NA
2968,5278,Acetylglutamic acid,11.34,477330912,1613104,31743442,0,NA,NA,NA,11.51125,11.79,11.05,NA,NA,NA,NA,477330912,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_2,NA,NA,NA,477330912,NA
2969,5279,Acetylglutamic acid,NA,NA,NA,NA,NA,NA,NA,NA,11.51125,11.79,11.05,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_1,NA,NA,NA,NA,NA
2970,5280,Acetylglutamic acid,NA,NA,NA,NA,NA,NA,NA,NA,11.51125,11.79,11.05,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_2,NA,NA,NA,NA,NA
2971,5281,Acetylglutamic acid,11.78,7828365,1984804,762471,0.2,SNFlag,NA,NA,11.51125,11.79,11.05,NA,NA,NA,"SNFlag,",7828365,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_1,NA,NA,NA,7828365,NA
2972,5282,Acetylglutamic acid,11.31,8219464,514308,610745,1,NA,NA,NA,11.51125,11.79,11.05,NA,NA,NA,NA,8219464,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_2,NA,NA,NA,8219464,NA
2973,5283,Acetylglutamic acid,11.79,6386579,2056390,621938,0.4,SNFlag,NA,NA,11.51125,11.79,11.05,NA,NA,NA,"SNFlag,",6386579,NA,NA,NA,200821_Std_H2OinMatrix_1,NA,NA,NA,6386579,NA
2974,5284,Acetylglutamic acid,11.37,7200294,1547966,490268,1.4,SNFlag,NA,NA,11.51125,11.79,11.05,NA,NA,NA,"SNFlag,",7200294,NA,NA,NA,200821_Std_H2OinMatrix_2,NA,NA,NA,7200294,NA
