"","SampleID","variable","value","kingdom","supergroup","division","class","order","family","genus","species","taxon"
"7810","B53","Syndiniales_62",91,"Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-1","Dino-Group-II-Clade-1_X","Dino-Group-II-Clade-1_X_sp.","Dino-Group-II-Clade-1_X_sp."
"7811","dockslush_2","Syndiniales_62",0,"Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-1","Dino-Group-II-Clade-1_X","Dino-Group-II-Clade-1_X_sp.","Dino-Group-II-Clade-1_X_sp."
"7812","B13","Syndiniales_62",169,"Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-1","Dino-Group-II-Clade-1_X","Dino-Group-II-Clade-1_X_sp.","Dino-Group-II-Clade-1_X_sp."
"7813","dockslush_1","Syndiniales_62",17,"Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-1","Dino-Group-II-Clade-1_X","Dino-Group-II-Clade-1_X_sp.","Dino-Group-II-Clade-1_X_sp."
"7814","mock_1","Syndiniales_62",0,"Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-1","Dino-Group-II-Clade-1_X","Dino-Group-II-Clade-1_X_sp.","Dino-Group-II-Clade-1_X_sp."
"7815","core_6","Syndiniales_62",0,"Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-1","Dino-Group-II-Clade-1_X","Dino-Group-II-Clade-1_X_sp.","Dino-Group-II-Clade-1_X_sp."
"7816","mock_2","Syndiniales_62",0,"Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-1","Dino-Group-II-Clade-1_X","Dino-Group-II-Clade-1_X_sp.","Dino-Group-II-Clade-1_X_sp."
"7817","hero_11","Syndiniales_62",50,"Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-1","Dino-Group-II-Clade-1_X","Dino-Group-II-Clade-1_X_sp.","Dino-Group-II-Clade-1_X_sp."
"7818","hero_12","Syndiniales_62",0,"Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-1","Dino-Group-II-Clade-1_X","Dino-Group-II-Clade-1_X_sp.","Dino-Group-II-Clade-1_X_sp."
"7819","Carboy6","Syndiniales_62",0,"Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-1","Dino-Group-II-Clade-1_X","Dino-Group-II-Clade-1_X_sp.","Dino-Group-II-Clade-1_X_sp."
"7820","Carboy5","Syndiniales_62",9,"Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-1","Dino-Group-II-Clade-1_X","Dino-Group-II-Clade-1_X_sp.","Dino-Group-II-Clade-1_X_sp."
"7821","blankMQ191118","Syndiniales_62",0,"Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-1","Dino-Group-II-Clade-1_X","Dino-Group-II-Clade-1_X_sp.","Dino-Group-II-Clade-1_X_sp."
"7822","Barrow_S1IC4","Syndiniales_62",0,"Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-1","Dino-Group-II-Clade-1_X","Dino-Group-II-Clade-1_X_sp.","Dino-Group-II-Clade-1_X_sp."
"7823","iceslush","Syndiniales_62",0,"Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-1","Dino-Group-II-Clade-1_X","Dino-Group-II-Clade-1_X_sp.","Dino-Group-II-Clade-1_X_sp."
"7824","Barrow_S2C2","Syndiniales_62",15,"Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-1","Dino-Group-II-Clade-1_X","Dino-Group-II-Clade-1_X_sp.","Dino-Group-II-Clade-1_X_sp."
"7825","Carboy3","Syndiniales_62",6,"Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-1","Dino-Group-II-Clade-1_X","Dino-Group-II-Clade-1_X_sp.","Dino-Group-II-Clade-1_X_sp."
"7826","B23","Syndiniales_62",30,"Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-1","Dino-Group-II-Clade-1_X","Dino-Group-II-Clade-1_X_sp.","Dino-Group-II-Clade-1_X_sp."
"7827","B33","Syndiniales_62",16,"Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-1","Dino-Group-II-Clade-1_X","Dino-Group-II-Clade-1_X_sp.","Dino-Group-II-Clade-1_X_sp."
"7828","CTDSW","Syndiniales_62",249,"Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-1","Dino-Group-II-Clade-1_X","Dino-Group-II-Clade-1_X_sp.","Dino-Group-II-Clade-1_X_sp."
"7829","Carboy9","Syndiniales_62",39,"Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-1","Dino-Group-II-Clade-1_X","Dino-Group-II-Clade-1_X_sp.","Dino-Group-II-Clade-1_X_sp."
"7830","B43","Syndiniales_62",33,"Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-1","Dino-Group-II-Clade-1_X","Dino-Group-II-Clade-1_X_sp.","Dino-Group-II-Clade-1_X_sp."
"7831","core_1","Bacillariophyta_307",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Bacterosira","Bacterosira_bathyomphala","Bacterosira_bathyomphala"
"7832","B51","Bacillariophyta_307",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Bacterosira","Bacterosira_bathyomphala","Bacterosira_bathyomphala"
"7833","B12","Bacillariophyta_307",230,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Bacterosira","Bacterosira_bathyomphala","Bacterosira_bathyomphala"
"7834","B11","Bacillariophyta_307",267,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Bacterosira","Bacterosira_bathyomphala","Bacterosira_bathyomphala"
"7835","core_2","Bacillariophyta_307",349,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Bacterosira","Bacterosira_bathyomphala","Bacterosira_bathyomphala"
"7836","B52","Bacillariophyta_307",83,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Bacterosira","Bacterosira_bathyomphala","Bacterosira_bathyomphala"
"7837","dockslush_3","Bacillariophyta_307",300,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Bacterosira","Bacterosira_bathyomphala","Bacterosira_bathyomphala"
"7838","B14","Bacillariophyta_307",187,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Bacterosira","Bacterosira_bathyomphala","Bacterosira_bathyomphala"
"7839","blank771","Bacillariophyta_307",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Bacterosira","Bacterosira_bathyomphala","Bacterosira_bathyomphala"
"7840","core_4","Bacillariophyta_307",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Bacterosira","Bacterosira_bathyomphala","Bacterosira_bathyomphala"
"7841","mock_3","Bacillariophyta_307",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Bacterosira","Bacterosira_bathyomphala","Bacterosira_bathyomphala"
"7842","hero_13","Bacillariophyta_307",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Bacterosira","Bacterosira_bathyomphala","Bacterosira_bathyomphala"
"7843","Carboy4","Bacillariophyta_307",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Bacterosira","Bacterosira_bathyomphala","Bacterosira_bathyomphala"
"7844","Carboy7","Bacillariophyta_307",228,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Bacterosira","Bacterosira_bathyomphala","Bacterosira_bathyomphala"
"7845","Barrow_S2C3","Bacillariophyta_307",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Bacterosira","Bacterosira_bathyomphala","Bacterosira_bathyomphala"
"7846","Carboy2","Bacillariophyta_307",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Bacterosira","Bacterosira_bathyomphala","Bacterosira_bathyomphala"
"7847","Barrow_S1IC6","Bacillariophyta_307",85,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Bacterosira","Bacterosira_bathyomphala","Bacterosira_bathyomphala"
"7848","B22","Bacillariophyta_307",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Bacterosira","Bacterosira_bathyomphala","Bacterosira_bathyomphala"
"7849","Barrow_S2C1D","Bacillariophyta_307",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Bacterosira","Bacterosira_bathyomphala","Bacterosira_bathyomphala"
"7850","Barrow_S1IC5","Bacillariophyta_307",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Bacterosira","Bacterosira_bathyomphala","Bacterosira_bathyomphala"
"7851","Carboy1","Bacillariophyta_307",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Bacterosira","Bacterosira_bathyomphala","Bacterosira_bathyomphala"
"7852","B21","Bacillariophyta_307",282,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Bacterosira","Bacterosira_bathyomphala","Bacterosira_bathyomphala"
"7853","B32","Bacillariophyta_307",114,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Bacterosira","Bacterosira_bathyomphala","Bacterosira_bathyomphala"
"7854","Carboy8","Bacillariophyta_307",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Bacterosira","Bacterosira_bathyomphala","Bacterosira_bathyomphala"
"7855","B31","Bacillariophyta_307",90,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Bacterosira","Bacterosira_bathyomphala","Bacterosira_bathyomphala"
"7856","B42","Bacillariophyta_307",146,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Bacterosira","Bacterosira_bathyomphala","Bacterosira_bathyomphala"
"7857","blankMQ121118","Bacillariophyta_307",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Bacterosira","Bacterosira_bathyomphala","Bacterosira_bathyomphala"
"7858","Barrow_blank1","Bacillariophyta_307",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Bacterosira","Bacterosira_bathyomphala","Bacterosira_bathyomphala"
"7859","B41","Bacillariophyta_307",168,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Bacterosira","Bacterosira_bathyomphala","Bacterosira_bathyomphala"
"7860","Barrow_blank2","Bacillariophyta_307",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Bacterosira","Bacterosira_bathyomphala","Bacterosira_bathyomphala"
"7861","blankdry2","Bacillariophyta_307",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Bacterosira","Bacterosira_bathyomphala","Bacterosira_bathyomphala"
"7862","blankFiltSW1","Bacillariophyta_307",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Bacterosira","Bacterosira_bathyomphala","Bacterosira_bathyomphala"
"7863","core_3","Bacillariophyta_307",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Bacterosira","Bacterosira_bathyomphala","Bacterosira_bathyomphala"
"7864","B53","Bacillariophyta_307",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Bacterosira","Bacterosira_bathyomphala","Bacterosira_bathyomphala"
"7865","dockslush_2","Bacillariophyta_307",399,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Bacterosira","Bacterosira_bathyomphala","Bacterosira_bathyomphala"
"7866","B13","Bacillariophyta_307",457,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Bacterosira","Bacterosira_bathyomphala","Bacterosira_bathyomphala"
"7867","dockslush_1","Bacillariophyta_307",188,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Bacterosira","Bacterosira_bathyomphala","Bacterosira_bathyomphala"
"7868","mock_1","Bacillariophyta_307",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Bacterosira","Bacterosira_bathyomphala","Bacterosira_bathyomphala"
"7869","core_6","Bacillariophyta_307",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Bacterosira","Bacterosira_bathyomphala","Bacterosira_bathyomphala"
"7870","mock_2","Bacillariophyta_307",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Bacterosira","Bacterosira_bathyomphala","Bacterosira_bathyomphala"
"7871","hero_11","Bacillariophyta_307",316,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Bacterosira","Bacterosira_bathyomphala","Bacterosira_bathyomphala"
"7872","hero_12","Bacillariophyta_307",44,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Bacterosira","Bacterosira_bathyomphala","Bacterosira_bathyomphala"
"7873","Carboy6","Bacillariophyta_307",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Bacterosira","Bacterosira_bathyomphala","Bacterosira_bathyomphala"
"7874","Carboy5","Bacillariophyta_307",75,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Bacterosira","Bacterosira_bathyomphala","Bacterosira_bathyomphala"
"7875","blankMQ191118","Bacillariophyta_307",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Bacterosira","Bacterosira_bathyomphala","Bacterosira_bathyomphala"
"7876","Barrow_S1IC4","Bacillariophyta_307",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Bacterosira","Bacterosira_bathyomphala","Bacterosira_bathyomphala"
"7877","iceslush","Bacillariophyta_307",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Bacterosira","Bacterosira_bathyomphala","Bacterosira_bathyomphala"
"7878","Barrow_S2C2","Bacillariophyta_307",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Bacterosira","Bacterosira_bathyomphala","Bacterosira_bathyomphala"
"7879","Carboy3","Bacillariophyta_307",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Bacterosira","Bacterosira_bathyomphala","Bacterosira_bathyomphala"
"7880","B23","Bacillariophyta_307",101,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Bacterosira","Bacterosira_bathyomphala","Bacterosira_bathyomphala"
"7881","B33","Bacillariophyta_307",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Bacterosira","Bacterosira_bathyomphala","Bacterosira_bathyomphala"
"7882","CTDSW","Bacillariophyta_307",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Bacterosira","Bacterosira_bathyomphala","Bacterosira_bathyomphala"
"7883","Carboy9","Bacillariophyta_307",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Bacterosira","Bacterosira_bathyomphala","Bacterosira_bathyomphala"
"7884","B43","Bacillariophyta_307",102,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Bacterosira","Bacterosira_bathyomphala","Bacterosira_bathyomphala"
"7885","core_1","Ciliophora_1479",0,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Euplotia","Uronychiidae","Diophrys","","Diophrys"
"7886","B51","Ciliophora_1479",0,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Euplotia","Uronychiidae","Diophrys","","Diophrys"
"7887","B12","Ciliophora_1479",354,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Euplotia","Uronychiidae","Diophrys","","Diophrys"
"7888","B11","Ciliophora_1479",450,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Euplotia","Uronychiidae","Diophrys","","Diophrys"
"7889","core_2","Ciliophora_1479",310,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Euplotia","Uronychiidae","Diophrys","","Diophrys"
"7890","B52","Ciliophora_1479",2,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Euplotia","Uronychiidae","Diophrys","","Diophrys"
"7891","dockslush_3","Ciliophora_1479",0,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Euplotia","Uronychiidae","Diophrys","","Diophrys"
"7892","B14","Ciliophora_1479",7,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Euplotia","Uronychiidae","Diophrys","","Diophrys"
"7893","blank771","Ciliophora_1479",231,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Euplotia","Uronychiidae","Diophrys","","Diophrys"
"7894","core_4","Ciliophora_1479",0,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Euplotia","Uronychiidae","Diophrys","","Diophrys"
"7895","mock_3","Ciliophora_1479",0,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Euplotia","Uronychiidae","Diophrys","","Diophrys"
"7896","hero_13","Ciliophora_1479",0,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Euplotia","Uronychiidae","Diophrys","","Diophrys"
"7897","Carboy4","Ciliophora_1479",12,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Euplotia","Uronychiidae","Diophrys","","Diophrys"
"7898","Carboy7","Ciliophora_1479",0,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Euplotia","Uronychiidae","Diophrys","","Diophrys"
"7899","Barrow_S2C3","Ciliophora_1479",0,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Euplotia","Uronychiidae","Diophrys","","Diophrys"
"7900","Carboy2","Ciliophora_1479",6,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Euplotia","Uronychiidae","Diophrys","","Diophrys"
"7901","Barrow_S1IC6","Ciliophora_1479",10,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Euplotia","Uronychiidae","Diophrys","","Diophrys"
"7902","B22","Ciliophora_1479",13,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Euplotia","Uronychiidae","Diophrys","","Diophrys"
"7903","Barrow_S2C1D","Ciliophora_1479",7,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Euplotia","Uronychiidae","Diophrys","","Diophrys"
"7904","Barrow_S1IC5","Ciliophora_1479",0,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Euplotia","Uronychiidae","Diophrys","","Diophrys"
"7905","Carboy1","Ciliophora_1479",11,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Euplotia","Uronychiidae","Diophrys","","Diophrys"
"7906","B21","Ciliophora_1479",0,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Euplotia","Uronychiidae","Diophrys","","Diophrys"
"7907","B32","Ciliophora_1479",0,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Euplotia","Uronychiidae","Diophrys","","Diophrys"
"7908","Carboy8","Ciliophora_1479",2,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Euplotia","Uronychiidae","Diophrys","","Diophrys"
"7909","B31","Ciliophora_1479",7,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Euplotia","Uronychiidae","Diophrys","","Diophrys"
"7910","B42","Ciliophora_1479",3,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Euplotia","Uronychiidae","Diophrys","","Diophrys"
"7911","blankMQ121118","Ciliophora_1479",32,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Euplotia","Uronychiidae","Diophrys","","Diophrys"
"7912","Barrow_blank1","Ciliophora_1479",0,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Euplotia","Uronychiidae","Diophrys","","Diophrys"
"7913","B41","Ciliophora_1479",0,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Euplotia","Uronychiidae","Diophrys","","Diophrys"
"7914","Barrow_blank2","Ciliophora_1479",0,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Euplotia","Uronychiidae","Diophrys","","Diophrys"
"7915","blankdry2","Ciliophora_1479",0,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Euplotia","Uronychiidae","Diophrys","","Diophrys"
"7916","blankFiltSW1","Ciliophora_1479",10,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Euplotia","Uronychiidae","Diophrys","","Diophrys"
"7917","core_3","Ciliophora_1479",80,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Euplotia","Uronychiidae","Diophrys","","Diophrys"
"7918","B53","Ciliophora_1479",0,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Euplotia","Uronychiidae","Diophrys","","Diophrys"
"7919","dockslush_2","Ciliophora_1479",524,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Euplotia","Uronychiidae","Diophrys","","Diophrys"
"7920","B13","Ciliophora_1479",266,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Euplotia","Uronychiidae","Diophrys","","Diophrys"
"7921","dockslush_1","Ciliophora_1479",19,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Euplotia","Uronychiidae","Diophrys","","Diophrys"
"7922","mock_1","Ciliophora_1479",0,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Euplotia","Uronychiidae","Diophrys","","Diophrys"
"7923","core_6","Ciliophora_1479",0,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Euplotia","Uronychiidae","Diophrys","","Diophrys"
"7924","mock_2","Ciliophora_1479",0,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Euplotia","Uronychiidae","Diophrys","","Diophrys"
"7925","hero_11","Ciliophora_1479",19,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Euplotia","Uronychiidae","Diophrys","","Diophrys"
"7926","hero_12","Ciliophora_1479",0,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Euplotia","Uronychiidae","Diophrys","","Diophrys"
"7927","Carboy6","Ciliophora_1479",6,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Euplotia","Uronychiidae","Diophrys","","Diophrys"
"7928","Carboy5","Ciliophora_1479",13,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Euplotia","Uronychiidae","Diophrys","","Diophrys"
"7929","blankMQ191118","Ciliophora_1479",0,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Euplotia","Uronychiidae","Diophrys","","Diophrys"
"7930","Barrow_S1IC4","Ciliophora_1479",28,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Euplotia","Uronychiidae","Diophrys","","Diophrys"
"7931","iceslush","Ciliophora_1479",0,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Euplotia","Uronychiidae","Diophrys","","Diophrys"
"7932","Barrow_S2C2","Ciliophora_1479",0,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Euplotia","Uronychiidae","Diophrys","","Diophrys"
"7933","Carboy3","Ciliophora_1479",8,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Euplotia","Uronychiidae","Diophrys","","Diophrys"
"7934","B23","Ciliophora_1479",20,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Euplotia","Uronychiidae","Diophrys","","Diophrys"
"7935","B33","Ciliophora_1479",12,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Euplotia","Uronychiidae","Diophrys","","Diophrys"
"7936","CTDSW","Ciliophora_1479",0,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Euplotia","Uronychiidae","Diophrys","","Diophrys"
"7937","Carboy9","Ciliophora_1479",0,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Euplotia","Uronychiidae","Diophrys","","Diophrys"
"7938","B43","Ciliophora_1479",2,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Euplotia","Uronychiidae","Diophrys","","Diophrys"
"7939","core_1","Cryptophyta_38",0,"Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Geminigera","Geminigera_cryophila","Geminigera_cryophila"
"7940","B51","Cryptophyta_38",0,"Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Geminigera","Geminigera_cryophila","Geminigera_cryophila"
"7941","B12","Cryptophyta_38",136,"Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Geminigera","Geminigera_cryophila","Geminigera_cryophila"
"7942","B11","Cryptophyta_38",164,"Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Geminigera","Geminigera_cryophila","Geminigera_cryophila"
"7943","core_2","Cryptophyta_38",553,"Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Geminigera","Geminigera_cryophila","Geminigera_cryophila"
