primary_key,MassFeature,compound_theoretical,massbank_match2,massbank_match3,Compound_KEGG,KEGGMatchesNames,mz_experimental,mz_theoretical,mz_massbank2,MH_mass_experimental,MH_mass_MoNA,mz_KEGG,z_experimental,z_theoretical,z_massbank2,z_massbank3,z_KEGG,rt_sec_experimental,rt_sec_theoretical,column_experimental,column_theoretical,MS2_experimental,MS2_theoretical,MS2_massbank,ppm_mass_error1,massbank_ppm,KEGGppm,mz_similarity_score1,mz_similarity_score2,mz_similarity_score3,mz_similarity_scoreKEGG,rt_similarity_score1,MS2_cosine_similarity1,MS2_cosine_similarity2,total_similarity_score1,confidence_rank,confidence_source,new_confidence_rank,Literature notes
151,MF_3063_415.14609_12.569_HILICNeg_Unknown,NA,NA,ID: CCMSLIB00000846185; NCGC00380251-01!,NA,NA,415.14609,NA,NA,415.14609,415.1398411,NA,-1,NA,NA,-1,NA,754.14,NA,HILIC,NA,"56.05576, 6803; 57.32568, 7587; 59.01265, 95953; 61.98716, 173666; 71.01267, 83162; 78.43777, 7412; 85.46648, 7712; 87.00749, 14638; 89.0202, 12643; 89.02327, 251909; 91.96447, 6610; 101.02329, 159468; 113.02335, 66791; 117.34948, 6744; 119.03387, 124368; 121.6069, 7131; 125.02347, 44072; 126.24449, 7178; 131.03403, 23551; 131.64694, 8218; 143.03403, 43045; 149.04433, 9944; 161.04451, 36824; 172.60428, 8327; 179.05551, 90218; 213.34366, 7135; 215.40921, 132719; 215.42276, 55409; 215.43082, 10420; 235.08202, 27058; 253.0928, 31057; 272.19113, 6865; 301.52771, 24520; 305.08878, 7710",NA,NA,NA,NA,NA,NA,NA,0.952361584,NA,NA,NA,NA,NA,3,MassBank,3,
153,MF_336_111.01888_6.228_HILICNeg_Unknown,Uracil,NA,ID: KO001973; Uracil,cpd:C00106; cpd:C16734; cpd:C18474,Uracil,111.01888,111.019453,NA,111.01888,111.0200008,111.0194523,-1,-1,NA,-1,-1,373.68,240,HILIC,HILIC,"52.33199, 6595; 54.60601, 6987; 64.08328, 6861; 68.01305, 12223; 68.99694, 6539; 75.83291, 6735; 101.8761, 8871; 110.93875, 9806; 111.01893, 251367; 111.05541, 15880","111.01879, 100; 111.04389, 2.4; 111.05523, 1.1; 68.01299, 1",NA,5.16125764,NA,5.154952471,0.999589673,NA,0.998431081,0.999590675,4.88E-05,0.978889169,NA,65.95092109,3; 3.5,MassBank; KEGG,3,
154,MF_369_114.05504_9.275_HILICNeg_Unknown,NA,NA,ID: KO001568; Pro; 2-Pyrrolidinecarboxylic acid; L-Proline; L-(-)-Proline,cpd:C00148; cpd:C00763; cpd:C03901; cpd:C16435; cpd:C18170,L-Proline; D-Proline,114.05504,NA,NA,114.05504,114.0560519,114.0555035,-1,NA,NA,-1,-1,556.5,NA,HILIC,NA,"50.49598, 6113; 50.6051, 6474; 59.62738, 5911; 66.03367, 13536; 66.17745, 6873; 67.36121, 8039; 72.00786, 7816; 94.86173, 7703; 103.75848, 6773; 106.9181, 7352; 113.94593, 7134; 114.01861, 9821; 114.05497, 537321",NA,NA,NA,NA,4.063810915,NA,NA,0.998720821,0.999731496,NA,NA,NA,NA,3; 3.5,MassBank; KEGG,3,
155,MF_398_116.07065_8.639_HILICNeg_Unknown,NA,NA,ID: KO000210; 5-Aminopentanoate; 5-Aminovaleric acid; 5-Aminopentanoic acid,cpd:C00073; cpd:C00183; cpd:C00431; cpd:C00719; cpd:C00855; cpd:C01733; cpd:C01799; cpd:C01826; cpd:C03571; cpd:C05335; cpd:C06417; cpd:C07418; cpd:C07457; cpd:C15987; cpd:C16436,Betaine; L-Valine; 5-Aminopentanoate; 4-Methylaminobutyrate; Betaine; L-Valine; 5-Aminopentanoate; 4-Methylaminobutyrate;,116.07065,NA,NA,116.07065,116.071702,116.0711536,-1,NA,NA,-1,-1,518.34,NA,HILIC,NA,"51.76945, 8768; 52.7219, 6988; 58.10579, 7307; 68.77232, 6557; 116.07065, 261958",NA,NA,NA,NA,4.338717971,NA,NA,0.998617597,0.999683034,NA,NA,NA,NA,3; 3.5,MassBank; KEGG,3,
156,MF_41_71.01262_4.699_HILICNeg_Unknown,NA,NA,ID: KO000077; Acrylate; Propenoate; 2-Propenoic acid; Acrylic acid; Vinylformic acid,cpd:C00511; cpd:C00546; cpd:C01271; cpd:C03129; cpd:C05146; cpd:C05197; cpd:C08734; cpd:C18600; cpd:C19246; cpd:C19297; cpd:C19440; cpd:C19501; cpd:C21430,Methylglyoxal; Acrylic acid;,71.01262,NA,NA,71.01262,71.01385277,71.01330434,-1,NA,NA,-1,-1,281.94,NA,HILIC,NA,"53.00208, 40540; 56.07331, 6695; 68.9969, 11783; 71.01263, 371977",NA,NA,NA,NA,9.63678576,NA,NA,0.998102157,0.99941477,NA,NA,NA,NA,3; 3.5,MassBank; KEGG,3,
157,MF_426_118.0499_11.138_HILICNeg_Unknown,NA,NA,ID: KO001877; Thr; 2-Amino-3-hydroxybutyric acid; L-Threonine,cpd:C00188; cpd:C00263; cpd:C00820; cpd:C02115; cpd:C03678; cpd:C05519; cpd:C11108; cpd:C12317; cpd:C18905,L-Threonine; L-Homoserine; L-Allothreonine; L-Threonine; L-Homoserine; L-Allothreonine;,118.0499,NA,NA,118.0499,118.0509665,118.0504181,-1,NA,NA,-1,-1,668.28,NA,HILIC,NA,"55.0177, 17045; 64.01813, 18452; 72.00794, 13910; 72.04428, 71061; 80.86937, 7807; 88.03924, 9042; 98.02367, 109738; 99.00768, 69035; 100.03931, 12030; 100.16309, 7111; 100.9248, 101184; 116.03397, 9007; 117.92763, 344873; 118.03983, 13189; 118.0499, 129975",NA,NA,NA,NA,4.388802753,NA,NA,0.998579105,0.999664522,NA,NA,NA,NA,3; 3.5,MassBank; KEGG,3,
158,MF_493_124.00633_10.58_HILICNeg_Taurine,Taurine,NA,ID: KO001872; Taurine; 2-Aminoethanesulfonic acid; Aminoethylsulfonic acid,cpd:C00245,Taurine;,124.00633,124.006841,NA,124.00633,124.0073875,124.0068392,-1,-1,NA,-1,-1,634.8,667.8,HILIC,HILIC,"54.07806, 7057; 54.5356, 7103; 62.37986, 7357; 63.90324, 8686; 64.96906, 42634; 66.70311, 6332; 68.52427, 8790; 70.43771, 7898; 73.87393, 7784; 79.95621, 2154936; 80.96167, 8509; 80.964, 52019; 82.02853, 7218; 82.0399, 24097; 84.68925, 7309; 94.97971, 12326; 103.30935, 7928; 106.9798, 52895; 111.69278, 6621; 118.36871, 7658; 122.10219, 7256; 123.90115, 21774; 124.00638, 2015792","124.00623, 100; 79.95613, 76.5; 106.97973, 2.6; 64.96898, 2; 123.90094, 1.5; 80.96394, 1.4; 82.03985, 1; 124.05043, 0.9; 94.97961, 0.7",NA,4.120740403,NA,4.106225135,0.999673652,NA,0.998603136,0.999675947,0.546074427,0.994271717,NA,84.66732652,3; 3.5,MassBank; KEGG,3,
162,MF_539_127.0503_11.168_HILICNeg_Unknown,NA,NA,NA,cpd:C00906; cpd:C03800; cpd:C05715; cpd:C05717; cpd:C21028,"(R)-5,6-Dihydrothymine; gamma-Amino-gamma-cyanobutanoate; (R)-5,6-Dihydrothymine; gamma-Amino-gamma-cyanobutanoate;",127.0503,NA,NA,NA,NA,127.0507525,-1,NA,NA,NA,-1,670.08,NA,HILIC,NA,"52.09264, 6735; 59.7998, 6660; 59.99162, 6342; 65.22701, 6514; 66.21976, 5899; 67.02895, 21249; 70.38752, 6432; 79.52435, 6604; 82.02872, 33236; 84.04432, 24123; 86.23991, 7354; 87.37595, 6124; 99.05527, 9585; 105.59837, 8850; 107.88353, 6873; 109.0397, 65259; 110.05591, 6160; 113.89453, 7526; 118.40115, 6548; 126.90389, 7425; 127.05032, 230414",NA,NA,NA,NA,3.561568831,NA,NA,NA,0.999744087,NA,NA,NA,NA,3.5,KEGG,3,
163,MF_546_128.03424_6.928_HILICNeg_Unknown,"Taurine, D4",NA,NA,cpd:C01877; cpd:C01879; cpd:C02237; cpd:C03541; cpd:C03801; cpd:C04281; cpd:C04282; cpd:C05723; cpd:C05929,4-Oxoproline; L-1-Pyrroline-3-hydroxy-5-carboxylate; 1-Pyrroline-4-hydroxy-2-carboxylate 5-Oxo-D-proline; Pidolic acid; 4-Oxoproline; L-1-Pyrroline-3-hydroxy-5-carboxylate; 1-Pyrroline-4-hydroxy-2-carboxylate 5-Oxo-D-proline; Pidolic acid; 4-Oxoproline; L-1-Pyrroline-3-hydroxy-5-carboxylate; 1-Pyrroline-4-hydroxy-2-carboxylate 5-Oxo-D-proline; Pidolic acid; 4-Oxoproline; L-1-Pyrroline-3-hydroxy-5-carboxylate; 1-Pyrroline-4-hydroxy-2-carboxylate 5-Oxo-D-proline; Pidolic acid;,128.03424,128.0325,NA,NA,NA,128.0347681,-1,-1,NA,NA,-1,415.68,600,HILIC,HILIC,"62.24526, 7200; 62.61509, 6237; 64.18375, 7934; 72.50488, 6231; 76.28374, 6412; 82.02863, 23895; 84.04434, 14622; 84.77234, 6941; 86.3455, 7169; 103.50512, 8087; 109.79447, 7420; 127.98954, 16338; 128.03426, 676241",NA,NA,13.59029934,NA,4.124660886,0.996222652,NA,NA,0.999651449,6.35E-09,NA,NA,49.81113293,3.5,KEGG,3,
164,MF_549_128.03433_7.332_HILICNeg_L-Pyroglutamic acid,"Taurine, D4",NA,NA,cpd:C01877; cpd:C01879; cpd:C02237; cpd:C03541; cpd:C03801; cpd:C04281; cpd:C04282; cpd:C05723; cpd:C05929,4-Oxoproline; L-1-Pyrroline-3-hydroxy-5-carboxylate; 1-Pyrroline-4-hydroxy-2-carboxylate 5-Oxo-D-proline; Pidolic acid; 4-Oxoproline; L-1-Pyrroline-3-hydroxy-5-carboxylate; 1-Pyrroline-4-hydroxy-2-carboxylate 5-Oxo-D-proline; Pidolic acid; 4-Oxoproline; L-1-Pyrroline-3-hydroxy-5-carboxylate; 1-Pyrroline-4-hydroxy-2-carboxylate 5-Oxo-D-proline; Pidolic acid; 4-Oxoproline; L-1-Pyrroline-3-hydroxy-5-carboxylate; 1-Pyrroline-4-hydroxy-2-carboxylate 5-Oxo-D-proline; Pidolic acid;,128.03433,128.0325,NA,NA,NA,128.0347681,-1,-1,NA,NA,-1,439.92,600,HILIC,HILIC,"66.93085, 8284; 69.56641, 6627; 72.08304, 6972; 72.56905, 6662; 81.50187, 6564; 82.02869, 21452; 85.26701, 6413; 86.4272, 6939; 102.09432, 6890; 103.73895, 7814; 108.56526, 6431; 127.98946, 11027",NA,NA,14.29324586,NA,3.421726821,0.995822625,NA,NA,0.999760114,6.56E-07,NA,NA,49.79116405,3.5,KEGG,3,
165,MF_621_134.04626_3.626_HILICNeg_Unknown,Adenine,NA,ID: KNA00567; Adenine; 6-Aminopurine,cpd:C00147; cpd:C00242; cpd:C07648; cpd:C20155,Adenine; Adenine; Adenine; Adenine;,134.04626,134.0462,NA,134.04626,134.0472186,134.0466702,-1,-1,NA,-1,-1,217.56,283.2,HILIC,HILIC,NA,NA,NA,0.44760687,NA,3.060128233,0.9999955,NA,0.998852113,0.999789692,0.091293837,NA,NA,54.56446683,3; 3.5,MassBank; KEGG,3,
168,MF_752_144.02946_7.694_HILICNeg_Unknown,NA,NA,ID: KO001155; 4-Hydroxyquinoline; Quinolin-4-ol,cpd:C00940; cpd:C05572,2-Oxoglutaramate; 4-Oxoglutaramate;,144.02946,NA,NA,144.02946,144.0454872,144.0296827,-1,NA,NA,-1,-1,461.64,NA,HILIC,NA,NA,NA,NA,NA,NA,1.546209058,NA,NA,0.725357467,0.999938008,NA,NA,NA,NA,3.5,KEGG,3,
169,MF_767_145.01332_12.709_HILICNeg_Ketoglutaric Acid,Ketoglutaric Acid,NA,ID: KO001528; 2-Oxoglutarate; 2-Ketoglutaric acid; alpha-Ketoglutaric acid; Oxoglutaric acid; 2-Oxoglutaric acid,cpd:C00026; cpd:C00165; cpd:C00641; cpd:C02715; cpd:C03716; cpd:C03957; cpd:C05406; cpd:C06030; cpd:C06316; cpd:C06380; cpd:C06437; cpd:C12248,2-Oxoglutarate; Methyloxaloacetate,145.01332,145.0137,NA,145.01332,145.0142467,145.0136983,-1,-1,NA,-1,-1,762.54,650.7,HILIC,HILIC,"52.41001, 6694; 80.21506, 6763; 83.04918, 7428; 83.45921, 6756; 85.08723, 8834; 95.80009, 7763; 101.08617, 6622; 118.03996, 23844","118.04147, 100; 101.0233, 73.4; 145.05101, 26.4; 100.92488, 18.1; 57.03329, 13.6; 127.05035, 9.9; 77.01337, 8.7; 101.05955, 8.2; 145.06085, 7.6; 73.02827, 6.9; 101.07098, 6; 128.03467, 4.8; 109.03965, 4.6; 113.98768, 3.8; 145.01346, 3.5; 50.91677, 3.2; 119.20158, 2.8; 83.04923, 2.8; 150.64476, 2.7; 87.30253, 2.6; 63.74831, 2.6; 135.45638, 2.6; 87.78412, 2.6; 67.83347, 2.4; 69.00664, 2.4; 69.22111, 2.4; 135.06194, 2.3",NA,2.620442069,NA,2.608719069,0.999819516,NA,0.998927128,0.999821127,0.000959602,0.502128037,NA,50.09690519,3; 3.5,MassBank; KEGG,3,
170,MF_786_146.04495_11.324_HILICNeg_Unknown,Indole 3 carbinol,NA,ID: KO000819; D-Glu; D-Glutaminic acid; D-Glutamic acid; D-2-Aminoglutaric acid; D-Glutamate,cpd:C00025; cpd:C00217; cpd:C00302; cpd:C00979; cpd:C03618; cpd:C03727; cpd:C03790; cpd:C05574; cpd:C05938; cpd:C05941; cpd:C12269,L-Glutamate; O-Acetyl-L-serine; L-4-Hydroxyglutamate semialdehyde 2-Oxo-4-hydroxy-5-aminovalerate Glutamate; D-Glutamate; L-threo-3-Methylaspartate;,146.04495,146.060589,NA,146.04495,146.0458812,146.0453327,-1,-1,NA,-1,-1,679.44,143.7,HILIC,HILIC,NA,NA,NA,107.0720042,NA,2.620419242,0.7365907,NA,0.998916745,0.999816943,5.62E-70,NA,NA,36.82953498,3; 3.5,MassBank; KEGG,3,
171,MF_846_151.02527_8.816_HILICNeg_Unknown,NA,NA,"ID: PR100624; Xanthine; XAN; 2,6-Dihydroxypurine; 2,6-Dioxo-1,2,3,6-tetrahydropurine; 2,6-Dioxopurine; Xanthic oxide",cpd:C00385; cpd:C07599; cpd:C16613,Xanthine,151.02527,NA,NA,151.02527,151.0261488,151.0256004,-1,NA,NA,-1,-1,528.96,NA,HILIC,NA,"69.64047, 6746; 77.20668, 6623; 78.95787, 12815; 81.95201, 11354; 82.62532, 6200; 90.37112, 7423; 91.40808, 6693; 93.69587, 7314; 108.01921, 356384; 109.03958, 7724; 111.75508, 7371; 113.40813, 6827; 126.02974, 26846; 138.04428, 6913; 138.55962, 7303; 143.35832, 7790; 147.86469, 8255; 150.9375, 7646; 150.94745, 49128; 150.95451, 6615; 151.02522, 752362",NA,NA,NA,NA,2.187708568,NA,NA,0.999035174,0.999863554,NA,NA,NA,NA,3; 3.5,MassBank; KEGG,3,
173,MF_906_155.07056_2.259_HILICNeg_Unknown,NA,NA,ID: KO001206; 3-Indoleacetonitrile; (Indole-3-yl)acetonitrile; Indole-3-acetonitrile; Indol-3-ylacetonitrile,NA,NA,155.07056,NA,NA,155.07056,155.0614717,NA,-1,NA,NA,-1,NA,135.54,NA,HILIC,NA,"55.0176, 8456; 57.0333, 19974; 59.01265, 10136; 67.01763, 8515; 67.27073, 6674; 73.20052, 6476; 76.97346, 6568; 79.79777, 7151; 81.03337, 16921; 83.04899, 45109; 92.637, 6527; 93.06979, 8824; 111.07703, 41933; 111.08089, 8649; 113.7485, 6855",NA,NA,NA,NA,NA,NA,NA,0.901903728,NA,NA,NA,NA,NA,3,MassBank,3,
174,MF_915_156.00458_8.196_HILICNeg_Unknown,NA,NA,ID: EQ359551; Benzenesulfonamide; Benzenesulfonimidic acid,NA,NA,156.00458,NA,NA,156.00458,156.0124729,NA,-1,NA,NA,-1,NA,491.76,NA,HILIC,NA,"61.96938, 22652; 63.96123, 19697; 64.35219, 8279; 68.01116, 7230; 68.4257, 9336; 70.52136, 9792; 73.05412, 8019; 77.96425, 13525; 78.97212, 149818; 79.95615, 137047; 79.97996, 193880; 80.41889, 7147; 80.95559, 38335; 81.65395, 7606; 92.04939, 2470600; 93.03339, 29839; 93.95934, 17640; 94.97968, 425312; 95.97906, 137822; 95.98306, 193193; 95.98648, 9338; 96.79927, 8257; 98.14762, 7738; 132.50479, 8018; 137.99402, 53873; 155.94618, 15533; 156.00461, 893138; 156.01167, 2548766; 156.05588, 28737",NA,NA,NA,NA,NA,NA,NA,0.925083174,NA,NA,NA,NA,NA,3,MassBank,3,
175,MF_926_156.99695_8.351_HILICNeg_Unknown,NA,NA,ID: SM869553; Benzenesulfonic acid,NA,NA,156.99695,NA,NA,156.99695,156.9964885,NA,-1,NA,NA,-1,NA,501.06,NA,HILIC,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999733752,NA,NA,NA,NA,NA,3,MassBank,3,
176,MF_936_157.08621_2.319_HILICNeg_Unknown,NA,NA,NA,cpd:C02975; cpd:C16652; cpd:C16655; cpd:C17220,3-Oxovalproic acid; 2-n-Propyl-4-oxopentanoic acid; 3-Oxovalproic acid; 2-n-Propyl-4-oxopentanoic acid;,157.08621,NA,NA,NA,NA,157.0864693,-1,NA,NA,NA,-1,139.14,NA,HILIC,NA,"55.01773, 31219; 57.03337, 123156; 59.01264, 219464; 65.0133, 8885; 67.05418, 74556; 67.72848, 8591; 69.03349, 20131; 69.91026, 8677; 71.0127, 223503; 71.04903, 60498; 73.02831, 47511; 79.73217, 8553; 79.95621, 19495; 81.03349, 15327; 83.04911, 483330; 85.02827, 13228; 85.06476, 1458093; 91.0291, 7972; 92.04946, 12587; 92.72775, 7747; 93.03361, 28675; 93.05281, 94084; 93.06979, 27164; 95.04913, 69137; 96.44164, 8039; 97.02831, 9370; 97.99844, 10385; 101.05968, 76612; 105.78305, 8106; 109.06491, 54993; 111.08048, 588606; 113.05973, 105544; 113.09615, 659073; 121.06483, 82270; 127.07548, 335791; 129.05464, 11516; 130.04008, 52004; 137.05988, 9563; 139.07552, 807529; 142.24352, 7278; 155.0706, 154629; 156.98393, 19385; 156.99571, 171779; 157.01532, 113821; 157.05054, 56276; 157.08623, 4004832; 157.12262, 261376; 157.13342, 50882; 157.19225, 15231",NA,NA,NA,NA,1.650683227,NA,NA,NA,0.999915958,NA,NA,NA,NA,3.5,KEGG,3,
177,MF_937_157.08623_3.02_HILICNeg_Unknown,NA,NA,NA,cpd:C02975; cpd:C16652; cpd:C16655; cpd:C17220,3-Oxovalproic acid; 2-n-Propyl-4-oxopentanoic acid; 3-Oxovalproic acid; 2-n-Propyl-4-oxopentanoic acid;,157.08623,NA,NA,NA,NA,157.0864693,-1,NA,NA,NA,-1,181.2,NA,HILIC,NA,"51.58265, 6237; 52.38068, 7103; 54.59625, 6159; 57.0334, 11052; 57.28593, 6175; 59.01257, 26958; 65.01331, 11910; 67.05401, 7855; 70.40461, 8388; 71.01259, 28150; 77.43105, 6965; 78.97215, 8358; 81.69965, 7254; 83.04909, 24103; 84.90491, 7357; 85.06479, 97993; 92.04926, 16372; 92.16032, 6587; 93.05282, 98949; 93.26988, 7609; 95.0488, 10650; 111.08055, 34548; 113.05978, 30009; 113.09609, 51278; 115.02919, 9728; 127.0754, 37549; 127.98315, 7037; 130.04019, 33602; 133.34796, 7958; 139.07552, 80033; 140.8006, 8651; 145.98366, 8077; 155.07098, 9033; 156.9958, 12482; 157.01538, 133402; 157.05115, 36511; 157.08624, 329094; 157.12265, 296878",NA,NA,NA,NA,1.523364813,NA,NA,NA,0.999928422,NA,NA,NA,NA,3.5,KEGG,3,
181,MF_10781_279.19528_9.272_RP_Unknown,NA,NA,"ID: AU150806; Imipramine; 3-(5,6-dihydrobenzo[b][1]benzazepin-11-yl)-N,N-dimethylpropan-1-amine",NA,NA,279.19528,NA,NA,279.19528,279.1866722,NA,1,NA,NA,1,NA,556.32,NA,RP,NA,"55.75709, 7399; 57.66427, 6931; 60.17655, 6732; 61.44899, 8202; 66.64947, 7206; 69.03423, 10276; 71.04977, 20956; 71.20681, 7907; 78.3138, 7477; 81.07037, 10550; 95.08616, 12483; 121.10156, 8604; 128.00945, 7389; 133.28871, 8419; 135.0809, 11581; 137.09633, 332603; 137.5401, 8636; 147.11671, 10753; 148.4626, 7114; 149.09627, 16714; 158.32674, 8157; 159.1172, 9559; 161.13278, 8099; 163.11224, 11229; 173.13264, 18985; 175.11192, 11831; 178.00729, 7890; 178.01817, 7224; 181.91164, 7353; 191.14302, 14163; 202.32983, 7819; 212.86275, 7826; 215.17961, 13232; 222.54988, 29560; 222.56482, 14225; 222.57472, 13432; 233.19041, 47436; 233.58115, 7759; 236.68457, 9002; 243.17482, 26274; 251.00848, 8045; 261.18515, 410421",NA,NA,NA,NA,NA,NA,NA,0.911541219,NA,NA,NA,NA,NA,3,MassBank,3,
182,MF_11781_293.21085_9.748_RP_Unknown,NA,NA,"ID: EA286101; Trimipramine; 3-(5,6-dihydrobenzo[b][1]benzazepin-11-yl)-N,N,2-trimethyl-1-propanamine",cpd:C01226; cpd:C04672; cpd:C08319; cpd:C13816; cpd:C14911; cpd:C16319; cpd:C16320; cpd:C16324; cpd:C16325; cpd:C18866; cpd:C19147,"12-OPDA; (9Z,15Z)-(13S)-12,13-Epoxyoctadeca-9,11,15-trienoic acid; Etherolenic acid; Colnelenic acid; 9,10-EOT; 10-OPDA; 12-OPDA; (9Z,15Z)-(13S)-12,13-Epoxyoctadeca-9,11,15-trienoic acid; Etherolenic acid; Colnelenic acid; 9,10-EOT; 10-OPDA;",293.21085,NA,NA,293.21085,293.2023222,293.2116698,1,NA,NA,1,1,584.88,NA,RP,NA,"65.41412, 6397; 71.6439, 7122; 72.50265, 7966; 76.88338, 8199; 98.45533, 6975; 98.62937, 9443; 103.82051, 6370; 104.13882, 7563; 144.07542, 7120; 145.39331, 7937; 151.11174, 37027; 160.44307, 7624; 176.73242, 7357; 215.80693, 71454; 215.82025, 87561; 275.20099, 26145; 293.21115, 987874",NA,NA,NA,NA,2.795932374,NA,NA,0.91310579,0.999160263,NA,NA,NA,NA,3; 3.5,MassBank; KEGG,3,
183,MF_11782_293.21088_9.859_RP_Unknown,NA,NA,"ID: EA286101; Trimipramine; 3-(5,6-dihydrobenzo[b][1]benzazepin-11-yl)-N,N,2-trimethyl-1-propanamine",cpd:C01226; cpd:C04672; cpd:C08319; cpd:C13816; cpd:C14911; cpd:C16319; cpd:C16320; cpd:C16324; cpd:C16325; cpd:C18866; cpd:C19147,"12-OPDA; (9Z,15Z)-(13S)-12,13-Epoxyoctadeca-9,11,15-trienoic acid; Etherolenic acid; Colnelenic acid; 9,10-EOT; 10-OPDA; 12-OPDA; (9Z,15Z)-(13S)-12,13-Epoxyoctadeca-9,11,15-trienoic acid; Etherolenic acid; Colnelenic acid; 9,10-EOT; 10-OPDA;",293.21088,NA,NA,293.21088,293.2023222,293.2116698,1,NA,NA,1,1,591.54,NA,RP,NA,"60.67495, 8558; 65.3126, 6127; 70.13472, 7518; 82.19221, 6420; 85.87914, 7464; 89.50267, 6551; 92.46922, 7375; 92.84949, 6882; 102.56228, 6219; 104.3874, 7754; 114.60806, 6879; 125.09312, 7263; 139.11188, 7491; 145.68271, 7233; 147.47844, 7709; 151.11189, 23403; 153.49164, 7161; 166.84114, 9252; 167.98367, 8379; 185.12764, 7360; 187.44246, 6891; 197.96489, 8068; 203.12897, 9770; 216.04404, 163086; 275.20093, 13964; 293.21115, 852924",NA,NA,NA,NA,2.69361721,NA,NA,0.912520944,0.999220574,NA,NA,NA,NA,3; 3.5,MassBank; KEGG,3,
186,MF_12393_301.21609_10.454_RP_Unknown,Retinoic Acid,NA,ID: 120_31_iTree_POS_06262014_09; abietic acid,cpd:C00777; cpd:C07058; cpd:C09188; cpd:C12078; cpd:C14489; cpd:C14652; cpd:C14684; cpd:C14910; cpd:C14925; cpd:C15263; cpd:C15307; cpd:C15353; cpd:C15493; cpd:C16683; cpd:C18195; cpd:C18196; cpd:C18603; cpd:C20428; cpd:C20429,Retinoate; 9-cis-Retinoic acid 4-Oxoretinol (3R)-11-cis-3-Hydroxyretinal (3R)-all-trans-3-Hydroxyretinal (3S)-11-cis-3-Hydroxyretinal (3S)-all-trans-3-Hydroxyretinal Retinoate; 9-cis-Retinoic acid 4-Oxoretinol (3R)-11-cis-3-Hydroxyretinal (3R)-all-trans-3-Hydroxyretinal (3S)-11-cis-3-Hydroxyretinal (3S)-all-trans-3-Hydroxyretinal,301.21609,301.216755,NA,301.21609,301.2173036,301.2167552,1,1,NA,1,1,627.24,718.2,RP,RP,NA,NA,NA,2.207712516,NA,2.208376488,0.999447372,NA,0.998160662,0.999447039,0.010086958,NA,NA,50.47671646,3; 3.5,MassBank; KEGG,3,
187,MF_12394_301.21619_10.342_RP_Unknown,Retinoic Acid,NA,ID: 120_31_iTree_POS_06262014_09; abietic acid,cpd:C00777; cpd:C07058; cpd:C09188; cpd:C12078; cpd:C14489; cpd:C14652; cpd:C14684; cpd:C14910; cpd:C14925; cpd:C15263; cpd:C15307; cpd:C15353; cpd:C15493; cpd:C16683; cpd:C18195; cpd:C18196; cpd:C18603; cpd:C20428; cpd:C20429,Retinoate; 9-cis-Retinoic acid 4-Oxoretinol (3R)-11-cis-3-Hydroxyretinal (3R)-all-trans-3-Hydroxyretinal (3S)-11-cis-3-Hydroxyretinal (3S)-all-trans-3-Hydroxyretinal Retinoate; 9-cis-Retinoic acid 4-Oxoretinol (3R)-11-cis-3-Hydroxyretinal (3R)-all-trans-3-Hydroxyretinal (3S)-11-cis-3-Hydroxyretinal (3S)-all-trans-3-Hydroxyretinal,301.21619,301.216755,NA,301.21619,301.2173036,301.2167552,1,1,NA,1,1,620.52,718.2,RP,RP,"62.01818, 6921; 73.83508, 7735; 78.25394, 7056; 79.30234, 7011; 81.07048, 17051; 82.40459, 7708; 86.03457, 7349; 91.0547, 24532; 91.65062, 7324; 93.07029, 8498; 95.08602, 25970; 105.07017, 12014; 107.08596, 14715; 109.10162, 13614; 117.07028, 72520; 119.08571, 33541; 121.10142, 23188; 125.46143, 7460; 129.06993, 19137; 131.08549, 41182; 133.10138, 26772; 135.11691, 26270; 136.17004, 7582; 137.4679, 8324; 138.82864, 7820; 145.10153, 41283; 147.11719, 10524; 153.09117, 14574; 155.12248, 7434; 157.10124, 11665; 158.85712, 8374; 159.11728, 46588; 161.1328, 19957; 163.11234, 9023; 165.12965, 7281; 165.76176, 7445; 169.10139, 8809; 173.1326, 69055; 181.12263, 14741; 183.11713, 17606; 185.09628, 13255; 185.13261, 24293; 187.11194, 15651; 187.14859, 84484; 189.12788, 8665; 193.12244, 17364; 195.11687, 19810; 197.13235, 11247; 199.112, 16063; 199.14835, 29082; 199.692, 7775; 201.16417, 31921; 207.138, 19286; 209.13258, 13978; 213.12721, 21152; 213.53514, 8035; 217.12302, 16383; 219.13812, 18302; 219.69035, 9317; 221.15378, 12353; 222.547, 8300; 222.56206, 38662; 222.57404, 18601; 222.58414, 10388; 223.14786, 17125; 227.14284, 13299; 231.13814, 28791; 237.16411, 21282; 241.15886, 13149; 241.19539, 42195; 245.15364, 29234; 247.55203, 9404; 255.17441, 23183; 255.21054, 13191; 259.16974, 26936; 265.19534, 102631; 283.20581, 152225",NA,NA,1.875725671,NA,1.876389644,0.999601048,NA,0.99845107,0.999600766,0.004987762,NA,NA,50.22944051,3; 3.5,MassBank; KEGG,3,
