MassFeature,FinalBMIS,Orig_RSD,FinalRSD,QC_area,runDate,type,SampID,replicate,Date,Adjusted_Area,Run.Cmpd,Column,Area,MassFeature_Column,Volume_filtered_L,umolCFiltered,Adjusted_Area_VolNormed,Adjusted_Area_CNormed,Datsum,Rank,RankPercent,z,Vol_recon_uL,Dilution_Factor,RP_stdVolpersmpVol,Identification,RFmax,RFmin,RF,RFratio,RFratioFlag,nmolperumolCinEnviroave,RFFlag,Emperical.Formula,C,N,nmolCave,nmolNave,totalCmeasured_nM,totalNmeasured_nM,molFractionC,molFractionN,PC_ave,molFractionC_pertotalC
Amino Propanesulfonic Acid,Inj_vol,1.3424833968783056,1.3424833968783056,NA,200821,Smp,StaB1_E,E,200821,NA,200821_Smp_StaB1_E Amino Propanesulfonic Acid,HILICNeg,0,Amino Propanesulfonic Acid_X_HILICNeg,2.54,19.84220828,NA,NA,1492064,24,0,-1,400,1,1,Amino Propanesulfonic Acid,21506908,15020606,18263757,0.5563818064499445,NA,NA,NA,C3H9NO3S,3,1,NA,NA,11.328294800179505,2.643740029873539,NA,NA,7.811893024,NA
ATP,Inj_vol,2.1083447391247536,2.1083447391247536,NA,200821,Smp,StaB1_E,E,200821,NA,200821_Smp_StaB1_E ATP,HILICNeg,0,ATP_X_HILICNeg,2.54,19.84220828,NA,NA,53666,24,0,-1,400,1,1,ATP,838269.25,116881.5,477575.375,0.4729873486352983,NA,NA,NA,C10H16N5O13P3,10,5,NA,NA,11.328294800179505,2.643740029873539,NA,NA,7.811893024,NA
cAMP,Inj_vol,0.25694065867544236,0.25694065867544236,NA,200821,Smp,StaB1_E,E,200821,NA,200821_Smp_StaB1_E cAMP,HILICNeg,0,cAMP_X_HILICNeg,2.54,19.84220828,NA,NA,83203767,24,0,-1,400,1,1,cAMP,109192112,48699308,78945710,0.7558753719661493,NA,NA,NA,C10H12N5O6P,10,5,NA,NA,11.328294800179505,2.643740029873539,NA,NA,7.811893024,NA
cGMP,Inj_vol,0.49179981505162806,0.49179981505162806,NA,200821,Smp,StaB1_E,E,200821,NA,200821_Smp_StaB1_E cGMP,HILICNeg,0,cGMP_X_HILICNeg,2.54,19.84220828,NA,NA,7174725,24,0,-1,400,1,1,cGMP,24409364,12966580,18687972,0.6115404689191863,NA,NA,NA,C10H12N5O7P,10,5,NA,NA,11.328294800179505,2.643740029873539,NA,NA,7.811893024,NA
Citric Acid,"Sulfolactic Acid, 13C3",0.9475330098768916,0.6731408106737015,NA,200821,Smp,StaB1_E,E,200821,NA,200821_Smp_StaB1_E Citric Acid,HILICNeg,0,Citric Acid_X_HILICNeg,2.54,19.84220828,NA,NA,2698276768.9913144,24,0,-1,400,1,1,Citric Acid,27444536,9035820,18240178,1.145756608165006,NA,NA,NA,C6H8O7,6,NA,NA,NA,11.328294800179505,2.643740029873539,NA,NA,7.811893024,NA
Cysteinesulfinic acid,Inj_vol,0.33964880779436407,0.33964880779436407,135631,200821,Smp,StaB1_E,E,200821,135631,200821_Smp_StaB1_E Cysteinesulfinic acid,HILICNeg,135631,Cysteinesulfinic acid_X_HILICNeg,2.54,19.84220828,53398.03149606299,6835.4791002123275,9283373,23,0.04166666666666663,-1,400,1,1,Cysteinesulfinic acid,6905416.8,5402722.8,6154069.8,1.1619082694739205,NA,1.5054314133404397e-4,NA,C3H7NO4S,3,1,4.516294240021319e-4,1.5054314133404397e-4,11.328294800179505,2.643740029873539,3.986737915709746e-5,5.6943246927817285e-5,7.811893024,5.781305793802072e-8
DHAP,Inj_vol,0.2407263613139946,0.2407263613139946,NA,200821,Smp,StaB1_E,E,200821,NA,200821_Smp_StaB1_E DHAP,HILICNeg,0,DHAP_X_HILICNeg,2.54,19.84220828,NA,NA,29862705,24,0,-1,400,1,1,DHAP,1102532,903072.75,1002802.375,0.968493407994413,NA,NA,NA,C3H7O6P,3,NA,NA,NA,11.328294800179505,2.643740029873539,NA,NA,7.811893024,NA
DHPS,"Betaine, 13C5-15N",0.13557766785618902,0.06431628512234827,747446720,200821,Smp,StaB1_E,E,200821,652885667.2511383,200821_Smp_StaB1_E DHPS,HILICNeg,747446720,DHPS_X_HILICNeg,2.54,19.84220828,257041601.2799757,32903881.36431447,63661650342.91855,2,0.9166666666666666,-1,400,1,1,DHPS,99330056,72970032,86150044,0.8809429871035305,NA,0.06827631904497107,NA,C3H8O5S,3,NA,0.20482895713491323,NA,11.328294800179505,2.643740029873539,0.01808118174428755,NA,7.811893024,2.6220143633000323e-5
Ethyl Dihydroxybenzoate,Inj_vol,0.7615976226356381,0.7615976226356381,596226,200821,Smp,StaB1_E,E,200821,596226,200821_Smp_StaB1_E Ethyl Dihydroxybenzoate,HILICNeg,596226,Ethyl Dihydroxybenzoate_X_HILICNeg,2.54,19.84220828,234734.64566929135,30048.36919290719,9129333,20,0.16666666666666663,-1,400,1,1,Ethyl Dihydroxybenzoate,30591284,15571420,23081352,0.9415993110549923,NA,2.177307682977739e-4,NA,C9H10O4,9,NA,0.0019595769146799648,NA,11.328294800179505,2.643740029873539,1.7298074858088208e-4,NA,7.811893024,2.5084533398750813e-7
FAD,Inj_vol,0.398898307733198,0.398898307733198,NA,200821,Smp,StaB1_E,E,200821,NA,200821_Smp_StaB1_E FAD,HILICNeg,0,FAD_X_HILICNeg,2.54,19.84220828,NA,NA,7261560,24,0,-1,400,1,1,FAD,8057162,4839968,6448565,0.7250896684341862,NA,NA,NA,C27H33N9O15P2,27,9,NA,NA,11.328294800179505,2.643740029873539,NA,NA,7.811893024,NA
Fructose 6 phosphate,Inj_vol,0.0991889157843483,0.0991889157843483,7102963,200821,Smp,StaB1_E,E,200821,7102963,200821_Smp_StaB1_E Fructose 6 phosphate,HILICNeg,7102963,Fructose 6 phosphate_X_HILICNeg,2.54,19.84220828,2796442.125984252,357972.40406751743,604268089,12,0.5,-1,400,1,1,Fructose 6 phosphate,3195024.5,2895577,3045300.75,0.8819033941108954,NA,0.02099058873127298,NA,C6H13O9P,6,NA,0.1259435323876379,NA,11.328294800179505,2.643740029873539,0.011117607248854631,NA,7.811893024,1.6122024712922886e-5
Gluconic Acid,"DL-Histidine, 15N",0.15773586763502784,0.05708996382828478,29540468,200821,Smp,StaB1_E,E,200821,32688388.173918545,200821_Smp_StaB1_E Gluconic Acid,HILICNeg,29540468,Gluconic Acid_X_HILICNeg,2.54,19.84220828,12869444.162960056,1647416.8455769552,2456452088.618659,6,0.75,-1,400,1,1,Gluconic Acid,81569912,69569360,75569636,1.033997714217083,NA,0.0033201894725561876,NA,C6H12O7,6,NA,0.019921136835337125,NA,11.328294800179505,2.643740029873539,0.0017585291684871637,NA,7.811893024,2.5501036399416424e-6
Glucose 1 phosphate,Inj_vol,0.08373072041699987,0.08373072041699987,6938904,200821,Smp,StaB1_E,E,200821,6938904,200821_Smp_StaB1_E Glucose 1 phosphate,HILICNeg,6938904,Glucose 1 phosphate_X_HILICNeg,2.54,19.84220828,2731851.968503937,349704.2215303265,604271319,13,0.45833333333333337,-1,400,1,1,Glucose 1 phosphate,5546037,4990269.5,5268153.25,0.8282605368630698,NA,0.012621232878878622,NA,C6H13O9P,6,NA,0.07572739727327174,NA,11.328294800179505,2.643740029873539,0.006684801076334259,NA,7.811893024,9.693859995345443e-6
Glucose 6 phosphate,"DL-Proline, D7",0.12926123043178603,0.0827422007504108,10660277,200821,Smp,StaB1_E,E,200821,11274463.028764347,200821_Smp_StaB1_E Glucose 6 phosphate,HILICNeg,10660277,Glucose 6 phosphate_X_HILICNeg,2.54,19.84220828,4438764.971954467,568206.0620303269,798825138.5225967,10,0.5833333333333333,-1,400,1,1,Glucose 6 phosphate,3589665.25,3384167.25,3486916.25,1.1890336640493473,NA,0.021582237651651435,NA,C6H13O9P,6,NA,0.12949342590990862,NA,11.328294800179505,2.643740029873539,0.011430972462674322,NA,7.811893024,1.657644638912411e-5
glycerol 3 phosphate,"DL-Proline, D7",0.103023834019364,0.06767294525538423,23130538,200821,Smp,StaB1_E,E,200821,24463191.295726072,200821_Smp_StaB1_E glycerol 3 phosphate,HILICNeg,23130538,glycerol 3 phosphate_X_HILICNeg,2.54,19.84220828,9631177.675482705,1232886.5290857672,2177737413.1349044,7,0.7083333333333333,-1,400,1,1,glycerol 3 phosphate,5561907,4705450.5,5133678.75,1.0275001887320574,NA,0.036807708715061,NA,C3H9O6P,3,NA,0.11042312614518299,NA,11.328294800179505,2.643740029873539,0.00974755054427373,NA,7.811893024,1.4135258356193152e-5
Indole 3 carbinol,Inj_vol,2.121288317478402,2.121288317478402,NA,200821,Smp,StaB1_E,E,200821,NA,200821_Smp_StaB1_E Indole 3 carbinol,HILICNeg,0,Indole 3 carbinol_X_HILICNeg,2.54,19.84220828,NA,NA,194176,24,0,-1,400,1,1,Indole 3 carbinol,292730.25,112822.5,202776.375,1.1520643172622451,NA,NA,NA,C9H9NO,9,1,NA,NA,11.328294800179505,2.643740029873539,NA,NA,7.811893024,NA
Inosine,Inj_vol,0.09659879113344373,0.09659879113344373,12759997,200821,Smp,StaB1_E,E,200821,12759997,200821_Smp_StaB1_E Inosine,HILICNeg,12759997,Inosine_X_HILICNeg,2.54,19.84220828,5023620.866141732,643073.4331551931,1209335524,9,0.625,-1,400,1,1,Inosine,33144084,21211340,27177712,0.8932357735877461,NA,0.004171649795287835,NA,C10H12N4O5,10,4,0.04171649795287835,0.01668659918115134,11.328294800179505,2.643740029873539,0.0036825046212795704,0.006311739805199201,7.811893024,5.340126628042052e-6
Keto-?-(methylthio)butyric acid,"Sulfolactic Acid, 13C3",1.1196642443709868,0.8229990049568455,NA,200821,Smp,StaB1_E,E,200821,NA,200821_Smp_StaB1_E Keto-?-(methylthio)butyric acid,HILICNeg,0,Keto-?-(methylthio)butyric acid_X_HILICNeg,2.54,19.84220828,NA,NA,4947298.526821069,24,0,-1,400,1,1,Keto-?-(methylthio)butyric acid,13551572.8,7508883.2,10530228,0.5368354734329317,NA,NA,NA,C5H7O3S,5,NA,NA,NA,11.328294800179505,2.643740029873539,NA,NA,7.811893024,NA
Ketoglutaric Acid,"DL-Alanine, D3",0.2112012837444082,0.079547601486036,15669937,200821,Smp,StaB1_E,E,200821,15922282.639200134,200821_Smp_StaB1_E Ketoglutaric Acid,HILICNeg,15669937,Ketoglutaric Acid_X_HILICNeg,2.54,19.84220828,6268615.212283517,802445.0915198303,677031249.0831352,8,0.6666666666666667,-1,400,1,1,Ketoglutaric Acid,18365008,14293757,16329382.5,0.9743331906203716,NA,0.007942630157979814,NA,C5H6O5,5,NA,0.03971315078989907,NA,11.328294800179505,2.643740029873539,0.003505660074212563,NA,7.811893024,5.083678266956651e-6
L-Pyroglutamic acid,"Isethionic Acid, 13C2",0.17795343825236426,0.07031375290579395,101749576,200821,Smp,StaB1_E,E,200821,83253497.9328323,200821_Smp_StaB1_E L-Pyroglutamic acid,HILICNeg,101749576,L-Pyroglutamic acid_X_HILICNeg,2.54,19.84220828,32776967.690091457,4195777.846800845,5556012450.530304,5,0.7916666666666666,-1,400,1,1,L-Pyroglutamic acid,78501120,48485832,63493476,0.7466459859115662,NA,0.01393782226812685,NA,C5H7NO3,5,1,0.06968911134063424,0.01393782226812685,11.328294800179505,2.643740029873539,0.006151774169889185,0.005272009392237237,7.811893024,8.920899342391487e-6
Malic Acid,"Sulfolactic Acid, 13C3",0.3466748506155491,0.19261218345062295,NA,200821,Smp,StaB1_E,E,200821,NA,200821_Smp_StaB1_E Malic Acid,HILICNeg,0,Malic Acid_X_HILICNeg,2.54,19.84220828,NA,NA,143695154.52472937,24,0,-1,400,1,1,Malic Acid,61767988,41827816,51797902,0.8038846179911835,NA,NA,NA,C4H6O5,4,NA,NA,NA,11.328294800179505,2.643740029873539,NA,NA,7.811893024,NA
N-acetyltaurine,"Thymine, D4",0.1553773757985939,0.09111728988418712,4046410,200821,Smp,StaB1_E,E,200821,3318934.198410513,200821_Smp_StaB1_E N-acetyltaurine,HILICNeg,4046410,N-acetyltaurine_X_HILICNeg,2.54,19.84220828,1306667.0072482333,167266.3723500897,114538690.27073275,14,0.41666666666666663,-1,400,1,1,N-acetyltaurine,138156560,83239808,110698184,0.9821821017167593,NA,2.42271540449457e-4,NA,C4H9NO4S,4,1,9.69086161797828e-4,2.42271540449457e-4,11.328294800179505,2.643740029873539,8.554563408629445e-5,9.163969895370002e-5,7.811893024,1.2405266672502607e-7
NAD,Inj_vol,1.6438099102130757,1.6438099102130757,NA,200821,Smp,StaB1_E,E,200821,NA,200821_Smp_StaB1_E NAD,HILICNeg,0,NAD_X_HILICNeg,2.54,19.84220828,NA,NA,908367,24,0,-1,400,1,1,NAD,5181892,3175496.75,4178694.375,0.7381522641935123,NA,NA,NA,C21H27N7O14P2,21,7,NA,NA,11.328294800179505,2.643740029873539,NA,NA,7.811893024,NA
Orotic Acid,"DL-Alanine, D3",0.1650742450907183,0.08565897219845155,741859,200821,Smp,StaB1_E,E,200821,753805.75406489335,200821_Smp_StaB1_E Orotic Acid,HILICNeg,741859,Orotic Acid_X_HILICNeg,2.54,19.84220828,296773.9189231864,37990.013179364396,79376063.86325961,19,0.20833333333333337,-1,400,1,1,Orotic Acid,76686864,62955124,69820994,0.9422251082872886,NA,9.094001437845098e-5,NA,C5H4N2O4,5,2,4.547000718922549e-4,1.8188002875690196e-4,11.328294800179505,2.643740029873539,4.0138439183719856e-5,6.87964878171482e-5,7.811893024,5.820613140698519e-8
PEP,"Sulfolactic Acid, 13C3",0.835086800107912,0.66707878571269,NA,200821,Smp,StaB1_E,E,200821,NA,200821_Smp_StaB1_E PEP,HILICNeg,0,PEP_X_HILICNeg,2.54,19.84220828,NA,NA,19799587.289108302,24,0,-1,400,1,1,PEP,5153239,1481408.75,3317323.875,0.9451805430491668,NA,NA,NA,C3H5O6P,3,NA,NA,NA,11.328294800179505,2.643740029873539,NA,NA,7.811893024,NA
Phosphoglyceric Acid,Inj_vol,0.5153476265288702,0.5153476265288702,NA,200821,Smp,StaB1_E,E,200821,NA,200821_Smp_StaB1_E Phosphoglyceric Acid,HILICNeg,0,Phosphoglyceric Acid_X_HILICNeg,2.54,19.84220828,NA,NA,31778436,24,0,-1,400,1,1,Phosphoglyceric Acid,4190399.25,3320620.5,3755509.875,0.7765965028953576,NA,NA,NA,C3H7O7P,3,NA,NA,NA,11.328294800179505,2.643740029873539,NA,NA,7.811893024,NA
Propionylglycine,Inj_vol,0.28628528858975055,0.28628528858975055,NA,200821,Smp,StaB1_E,E,200821,NA,200821_Smp_StaB1_E Propionylglycine,HILICNeg,0,Propionylglycine_X_HILICNeg,2.54,19.84220828,NA,NA,9508305,24,0,-1,400,1,1,Propionylglycine,42600726.4,28487193.6,35543960,0.8580354215363641,NA,NA,NA,C5H9NO3,5,1,NA,NA,11.328294800179505,2.643740029873539,NA,NA,7.811893024,NA
Resorcylic Acid,Inj_vol,0.5016368211370871,0.5016368211370871,NA,200821,Smp,StaB1_E,E,200821,NA,200821_Smp_StaB1_E Resorcylic Acid,HILICNeg,0,Resorcylic Acid_X_HILICNeg,2.54,19.84220828,NA,NA,15057616,24,0,-1,400,1,1,Resorcylic Acid,77343406.66666667,45102093.333333336,61222750,0.9448397318983163,NA,NA,NA,C7H6O4,7,NA,NA,NA,11.328294800179505,2.643740029873539,NA,NA,7.811893024,NA
Ribose 5 phosphate,Inj_vol,0.08129193046840115,0.08129193046840115,779359,200821,Smp,StaB1_E,E,200821,779359,200821_Smp_StaB1_E Ribose 5 phosphate,HILICNeg,779359,Ribose 5 phosphate_X_HILICNeg,2.54,19.84220828,306834.25196850393,39277.835863942455,101543946,18,0.25,-1,400,1,1,Ribose 5 phosphate,2875680,2719490.25,2797585.125,0.9567340566190481,NA,0.0023109964685204543,NA,C5H11O8P,5,NA,0.011554982342602271,NA,11.328294800179505,2.643740029873539,0.0010200107382815616,NA,7.811893024,1.4791526595541705e-6
Salicylic Acid,Inj_vol,0.13014365324649388,0.13014365324649388,NA,200821,Smp,StaB1_E,E,200821,NA,200821_Smp_StaB1_E Salicylic Acid,HILICNeg,0,Salicylic Acid_X_HILICNeg,2.54,19.84220828,NA,NA,3955467,24,0,-1,400,1,1,Salicylic Acid,104540288,65184860,84862574,0.8979601021161103,NA,NA,NA,C7H6O3,7,NA,NA,NA,11.328294800179505,2.643740029873539,NA,NA,7.811893024,NA
Sulfanilic Acid,Inj_vol,0.9602447841647406,0.9602447841647406,NA,200821,Smp,StaB1_E,E,200821,NA,200821_Smp_StaB1_E Sulfanilic Acid,HILICNeg,0,Sulfanilic Acid_X_HILICNeg,2.54,19.84220828,NA,NA,2925614,24,0,-1,400,1,1,Sulfanilic Acid,67393784,27697186,47545485,0.9491129621126311,NA,NA,NA,C6H7NO3S,6,1,NA,NA,11.328294800179505,2.643740029873539,NA,NA,7.811893024,NA
Threonic acid,"Sulfoacetic Acid, 13C2",0.1538822673584836,0.0779864203147052,207873424,200821,Smp,StaB1_E,E,200821,237039005.28175852,200821_Smp_StaB1_E Threonic acid,HILICNeg,207873424,Threonic acid_X_HILICNeg,2.54,19.84220828,93322443.02431437,11946200.843012141,19383417691.389706,4,0.8333333333333334,-1,400,1,1,Threonic acid,60338384,55009404,57673894,0.7026118371244889,NA,0.04642600881770337,NA,C4H8O5,4,NA,0.18570403527081347,NA,11.328294800179505,2.643740029873539,0.016392938085251,NA,7.811893024,2.3771963428107163e-5
Thymidine,Inj_vol,0.2233621742702881,0.2233621742702881,NA,200821,Smp,StaB1_E,E,200821,NA,200821_Smp_StaB1_E Thymidine,HILICNeg,0,Thymidine_X_HILICNeg,2.54,19.84220828,NA,NA,24597172,24,0,-1,400,1,1,Thymidine,13709969,10588893,12149431,0.8109136126372349,NA,NA,NA,C10H14N2O5,10,2,NA,NA,11.328294800179505,2.643740029873539,NA,NA,7.811893024,NA
UDP-glucosamine,Inj_vol,0.0960296275181727,0.0960296275181727,1662956,200821,Smp,StaB1_E,E,200821,1662956,200821_Smp_StaB1_E UDP-glucosamine,HILICNeg,1662956,UDP-glucosamine_X_HILICNeg,2.54,19.84220828,654707.0866141733,83809.01845870554,96963563,16,0.33333333333333337,-1,400,1,1,UDP-glucosamine,6204315,4750849,5477582,0.9839115874661128,NA,0.0024489057227988094,NA,C17H27N3O17P2,17,3,0.04163139728757976,0.007346717168396428,11.328294800179505,2.643740029873539,0.0036749923992903223,0.002778910590822295,7.811893024,5.329232896517933e-6
UDP-glucose,"DL-Alanine, D3",0.1587040859341653,0.0780992128825108,508690,200821,Smp,StaB1_E,E,200821,516881.84551952675,200821_Smp_StaB1_E UDP-glucose,HILICNeg,508690,UDP-glucose_X_HILICNeg,2.54,19.84220828,203496.78957461682,26049.61293751356,71253592.9068199,21,0.125,-1,400,1,1,UDP-glucose,5978523,4911603,5445063,0.8575423550832325,NA,8.785552145881377e-4,NA,C15H24N2O17P2,15,2,0.013178328218822064,0.0017571104291762753,11.328294800179505,2.643740029873539,0.0011633108469787743,6.646305647761915e-4,7.811893024,1.686957076643919e-6
Uridine,"Adenine, 15N2",0.1366854383297951,0.10450491159184168,2945902,200821,Smp,StaB1_E,E,200821,2874168.661284205,200821_Smp_StaB1_E Uridine,HILICNeg,2945902,Uridine_X_HILICNeg,2.54,19.84220828,1131562.4650725217,144851.2494539849,469126258.2679325,15,0.375,-1,400,1,1,Uridine,12690427,9504685,11097556,0.9391750442508103,NA,0.0021886415066855224,NA,C9H12N2O6,9,2,0.0196977735601697,0.004377283013371045,11.328294800179505,2.643740029873539,0.0017388118783647451,0.0016557161309012779,7.811893024,2.5215109192680235e-6
3-Sulfopyruvic Acid,Inj_vol,1.1573950180010149,1.1573950180010149,NA,200821,Smp,StaB2_A,A,200821,NA,200821_Smp_StaB2_A 3-Sulfopyruvic Acid,HILICNeg,0,3-Sulfopyruvic Acid_X_HILICNeg,2.25,41.68972321,NA,NA,147659,31,0,-1,400,1,1,3-Sulfopyruvic Acid,26745922,19568558,23157240,1.032210223142866,NA,NA,NA,C3H4O6S,3,NA,NA,NA,14.353375936051831,3.300247625365905,NA,NA,18.52876587,NA
Acetylglutamic acid,"Trehalose, 13C",0.17982587779856896,0.12965650874519624,20279056,200821,Smp,StaB2_A,A,200821,20111848.178640936,200821_Smp_StaB2_A Acetylglutamic acid,HILICNeg,20279056,Acetylglutamic acid_X_HILICNeg,2.25,41.68972321,8938599.190507082,482417.4072188794,358149731.7026692,11,0.6451612903225806,-1,400,1,1,Acetylglutamic acid,79931000,56033636,67982318,1.3134653109025463,NA,9.604745624381049e-4,NA,C7H11NO5,7,1,0.006723321937066734,9.604745624381049e-4,14.353375936051831,3.300247625365905,4.684139791935326e-4,2.9103105932289406e-4,18.52876587,3.6285859426571375e-7
Acetylglycine,Inj_vol,0.7919074551041827,0.7919074551041827,NA,200821,Smp,StaB2_A,A,200821,NA,200821_Smp_StaB2_A Acetylglycine,HILICNeg,0,Acetylglycine_X_HILICNeg,2.25,41.68972321,NA,NA,5940554,31,0,-1,400,1,1,Acetylglycine,20780825.6,10752062.4,15766444,0.8718040928562711,NA,NA,NA,C4H7NO3,4,1,NA,NA,14.353375936051831,3.300247625365905,NA,NA,18.52876587,NA
Aconitic Acid,"Sulfolactic Acid, 13C3",0.5627339547455327,0.3084740910341934,NA,200821,Smp,StaB2_A,A,200821,NA,200821_Smp_StaB2_A Aconitic Acid,HILICNeg,0,Aconitic Acid_X_HILICNeg,2.25,41.68972321,NA,NA,50094754.190318584,31,0,-1,400,1,1,Aconitic Acid,56155776,43559248,49857512,1.101194180978128,NA,NA,NA,C6H6O6,6,NA,NA,NA,14.353375936051831,3.300247625365905,NA,NA,18.52876587,NA
ADP,Inj_vol,0.963724412083022,0.963724412083022,NA,200821,Smp,StaB2_A,A,200821,NA,200821_Smp_StaB2_A ADP,HILICNeg,0,ADP_X_HILICNeg,2.25,41.68972321,NA,NA,11106946,31,0,-1,400,1,1,ADP,2728119.25,1333990,2031054.625,0.8553605378230629,NA,NA,NA,C10H15N5O10P2,10,5,NA,NA,14.353375936051831,3.300247625365905,NA,NA,18.52876587,NA
Amino Propanesulfonic Acid,Inj_vol,1.3424833968783056,1.3424833968783056,NA,200821,Smp,StaB2_A,A,200821,NA,200821_Smp_StaB2_A Amino Propanesulfonic Acid,HILICNeg,0,Amino Propanesulfonic Acid_X_HILICNeg,2.25,41.68972321,NA,NA,1492064,31,0,-1,400,1,1,Amino Propanesulfonic Acid,21506908,15020606,18263757,0.5563818064499445,NA,NA,NA,C3H9NO3S,3,1,NA,NA,14.353375936051831,3.300247625365905,NA,NA,18.52876587,NA
ATP,Inj_vol,2.1083447391247536,2.1083447391247536,NA,200821,Smp,StaB2_A,A,200821,NA,200821_Smp_StaB2_A ATP,HILICNeg,0,ATP_X_HILICNeg,2.25,41.68972321,NA,NA,53666,31,0,-1,400,1,1,ATP,838269.25,116881.5,477575.375,0.4729873486352983,NA,NA,NA,C10H16N5O13P3,10,5,NA,NA,14.353375936051831,3.300247625365905,NA,NA,18.52876587,NA
cAMP,Inj_vol,0.25694065867544236,0.25694065867544236,431142,200821,Smp,StaB2_A,A,200821,431142,200821_Smp_StaB2_A cAMP,HILICNeg,431142,cAMP_X_HILICNeg,2.25,41.68972321,191618.66666666666,10341.685355603013,83203767,27,0.12903225806451613,-1,400,1,1,cAMP,109192112,48699308,78945710,0.7558753719661493,NA,3.0809884003822444e-5,NA,C10H12N5O6P,10,5,3.0809884003822445e-4,1.5404942001911223e-4,14.353375936051831,3.300247625365905,2.146525259359805e-5,4.667813979626224e-5,18.52876587,1.6628136066907108e-8
cGMP,Inj_vol,0.49179981505162806,0.49179981505162806,NA,200821,Smp,StaB2_A,A,200821,NA,200821_Smp_StaB2_A cGMP,HILICNeg,0,cGMP_X_HILICNeg,2.25,41.68972321,NA,NA,7174725,31,0,-1,400,1,1,cGMP,24409364,12966580,18687972,0.6115404689191863,NA,NA,NA,C10H12N5O7P,10,5,NA,NA,14.353375936051831,3.300247625365905,NA,NA,18.52876587,NA
Citric Acid,"Sulfolactic Acid, 13C3",0.9475330098768916,0.6731408106737015,NA,200821,Smp,StaB2_A,A,200821,NA,200821_Smp_StaB2_A Citric Acid,HILICNeg,0,Citric Acid_X_HILICNeg,2.25,41.68972321,NA,NA,2698276768.9913144,31,0,-1,400,1,1,Citric Acid,27444536,9035820,18240178,1.145756608165006,NA,NA,NA,C6H8O7,6,NA,NA,NA,14.353375936051831,3.300247625365905,NA,NA,18.52876587,NA
Cysteinesulfinic acid,Inj_vol,0.33964880779436407,0.33964880779436407,458116,200821,Smp,StaB2_A,A,200821,458116,200821_Smp_StaB2_A Cysteinesulfinic acid,HILICNeg,458116,Cysteinesulfinic acid_X_HILICNeg,2.25,41.68972321,203607.11111111112,10988.703323655385,9283373,25,0.19354838709677424,-1,400,1,1,Cysteinesulfinic acid,6905416.8,5402722.8,6154069.8,1.1619082694739205,NA,2.7320564035099656e-4,NA,C3H7NO4S,3,1,8.196169210529897e-4,2.7320564035099656e-4,14.353375936051831,3.300247625365905,5.710272793694004e-5,8.278337608703095e-5,18.52876587,4.423483608155656e-8
DHAP,Inj_vol,0.2407263613139946,0.2407263613139946,433145,200821,Smp,StaB2_A,A,200821,433145,200821_Smp_StaB2_A DHAP,HILICNeg,433145,DHAP_X_HILICNeg,2.25,41.68972321,192508.88888888888,10389.730769335085,29862705,26,0.16129032258064513,-1,400,1,1,DHAP,1102532,903072.75,1002802.375,0.968493407994413,NA,0.0019018214618957527,NA,C3H7O6P,3,NA,0.0057054643856872585,NA,14.353375936051831,3.300247625365905,3.974998224185477e-4,NA,18.52876587,3.0792468455359995e-7
DHPS,"Betaine, 13C5-15N",0.13557766785618902,0.06431628512234827,2079177088,200821,Smp,StaB2_A,A,200821,2441325467.120343,200821_Smp_StaB2_A DHPS,HILICNeg,2079177088,DHPS_X_HILICNeg,2.25,41.68972321,1085033540.9423747,58559406.950793795,63661650342.91855,1,0.967741935483871,-1,400,1,1,DHPS,99330056,72970032,86150044,0.8809429871035305,NA,0.13717369487044453,NA,C3H8O5S,3,NA,0.41152108461133363,NA,14.353375936051831,3.300247625365905,0.02867068252408153,NA,18.52876587,2.2209848594267636e-5
Ethyl Dihydroxybenzoate,Inj_vol,0.7615976226356381,0.7615976226356381,729883,200821,Smp,StaB2_A,A,200821,729883,200821_Smp_StaB2_A Ethyl Dihydroxybenzoate,HILICNeg,729883,Ethyl Dihydroxybenzoate_X_HILICNeg,2.25,41.68972321,324392.44444444444,17507.504099353795,9129333,23,0.25806451612903225,-1,400,1,1,Ethyl Dihydroxybenzoate,30591284,15571420,23081352,0.9415993110549923,NA,1.4321032609351775e-4,NA,C9H10O4,9,NA,0.0012888929348416598,NA,14.353375936051831,3.300247625365905,8.979719757804897e-5,NA,18.52876587,6.956172601481848e-8
FAD,Inj_vol,0.398898307733198,0.398898307733198,158951,200821,Smp,StaB2_A,A,200821,158951,200821_Smp_StaB2_A FAD,HILICNeg,158951,FAD_X_HILICNeg,2.25,41.68972321,70644.88888888889,3812.714207751633,7261560,30,0.032258064516129004,-1,400,1,1,FAD,8057162,4839968,6448565,0.7250896684341862,NA,1.4496291957211428e-4,NA,C27H33N9O15P2,27,9,0.003913998828447085,0.0013046662761490285,14.353375936051831,3.300247625365905,2.7268837978500725e-4,3.9532375271518526e-4,18.52876587,2.1123904613551499e-7
