MassFeature,FinalBMIS,Orig_RSD,FinalRSD,Filled_area,runDate,type,SampID,replicate,Date,Adjusted_Area,Run.Cmpd,Column,Area,MassFeature_Column,Volume_filtered_L,umolCFiltered,Adjusted_Area_VolNormed,Adjusted_Area_CNormed,Datsum,Rank,RankPercent
cGMP,Inj_vol,0.49179981505162806,0.49179981505162806,100,200821,Smp,Ev32Core_C,C,200821,100,200821_Smp_Ev32Core_C cGMP,HILICNeg,100,cGMP_X_HILICNeg,0.5,NA,200,NA,9246963,33,0
Citric Acid,Inj_vol,0.9475330098768916,0.9475330098768916,71469920,200821,Smp,Ev32Core_C,C,200821,71469920,200821_Smp_Ev32Core_C Citric Acid,HILICNeg,71469920,Citric Acid_X_HILICNeg,0.5,NA,142939840,NA,2671166449,6,0.8181818181818181
Cysteic Acid,"L-Cysteic Acid, D3",0.16632793844038476,0.03566107521744798,12387493,200821,Smp,Ev32Core_C,C,200821,10358709.495494934,200821_Smp_Ev32Core_C Cysteic Acid,HILICNeg,12387493,Cysteic Acid_X_HILICNeg,0.5,NA,20717418.990989868,NA,404662478.03034604,11,0.6666666666666667
Cysteinesulfinic acid,Inj_vol,0.33964880779436407,0.33964880779436407,820045,200821,Smp,Ev32Core_C,C,200821,820045,200821_Smp_Ev32Core_C Cysteinesulfinic acid,HILICNeg,820045,Cysteinesulfinic acid_X_HILICNeg,0.5,NA,1640090,NA,9759210,25,0.24242424242424243
DHAP,Inj_vol,0.2407263613139946,0.2407263613139946,181632,200821,Smp,Ev32Core_C,C,200821,181632,200821_Smp_Ev32Core_C DHAP,HILICNeg,181632,DHAP_X_HILICNeg,0.5,NA,363264,NA,30591751,31,0.06060606060606055
DHPS,"Betaine, 13C5-15N",0.13557766785618902,0.06431628512234827,547669952,200821,Smp,Ev32Core_C,C,200821,534170523.3047348,200821_Smp_Ev32Core_C DHPS,HILICNeg,547669952,DHPS_X_HILICNeg,0.5,NA,1068341046.6094697,NA,67187544026.38577,2,0.9393939393939394
Ethyl Dihydroxybenzoate,Inj_vol,0.7615976226356381,0.7615976226356381,575839,200821,Smp,Ev32Core_C,C,200821,575839,200821_Smp_Ev32Core_C Ethyl Dihydroxybenzoate,HILICNeg,575839,Ethyl Dihydroxybenzoate_X_HILICNeg,0.5,NA,1151678,NA,17589388,27,0.18181818181818177
FAD,Inj_vol,0.398898307733198,0.398898307733198,100,200821,Smp,Ev32Core_C,C,200821,100,200821_Smp_Ev32Core_C FAD,HILICNeg,100,FAD_X_HILICNeg,0.5,NA,200,NA,7292951,33,0
Fructose 6 phosphate,Inj_vol,0.0991889157843483,0.0991889157843483,3354265,200821,Smp,Ev32Core_C,C,200821,3354265,200821_Smp_Ev32Core_C Fructose 6 phosphate,HILICNeg,3354265,Fructose 6 phosphate_X_HILICNeg,0.5,NA,6708530,NA,615442360,17,0.48484848484848486
Gluconic Acid,"DL-Histidine, 15N",0.15773586763502784,0.05708996382828478,128003072,200821,Smp,Ev32Core_C,C,200821,106199569.18936099,200821_Smp_Ev32Core_C Gluconic Acid,HILICNeg,128003072,Gluconic Acid_X_HILICNeg,0.5,NA,212399138.37872198,NA,2560024107.248696,5,0.8484848484848485
Glucose 1 phosphate,Inj_vol,0.08373072041699987,0.08373072041699987,3429185,200821,Smp,Ev32Core_C,C,200821,3429185,200821_Smp_Ev32Core_C Glucose 1 phosphate,HILICNeg,3429185,Glucose 1 phosphate_X_HILICNeg,0.5,NA,6858370,NA,615148874,16,0.5151515151515151
Glucose 6 phosphate,"DL-Proline, D7",0.12926123043178603,0.0827422007504108,5874265,200821,Smp,Ev32Core_C,C,200821,4183389.9354595337,200821_Smp_Ev32Core_C Glucose 6 phosphate,HILICNeg,5874265,Glucose 6 phosphate_X_HILICNeg,0.5,NA,8366779.870919067,NA,814615461.556826,13,0.6060606060606061
glycerol 3 phosphate,"DL-Proline, D7",0.103023834019364,0.06767294525538423,19122052,200821,Smp,Ev32Core_C,C,200821,13617873.875648078,200821_Smp_Ev32Core_C glycerol 3 phosphate,HILICNeg,19122052,glycerol 3 phosphate_X_HILICNeg,0.5,NA,27235747.751296155,NA,2195300561.847976,8,0.7575757575757576
GMP,Inj_vol,0.08082365780735079,0.08082365780735079,5759526,200821,Smp,Ev32Core_C,C,200821,5759526,200821_Smp_Ev32Core_C GMP,HILICNeg,5759526,GMP_X_HILICNeg,0.5,NA,11519052,NA,115042605,14,0.5757575757575757
Inosine,Inj_vol,0.09659879113344373,0.09659879113344373,4021411,200821,Smp,Ev32Core_C,C,200821,4021411,200821_Smp_Ev32Core_C Inosine,HILICNeg,4021411,Inosine_X_HILICNeg,0.5,NA,8042822,NA,1258256412,15,0.5454545454545454
Isethionic Acid,"Isethionic Acid, 13C2",0.18373888180361925,0.02398815198131435,931462016,200821,Smp,Ev32Core_C,C,200821,955789654.2095793,200821_Smp_Ev32Core_C Isethionic Acid,HILICNeg,931462016,Isethionic Acid_X_HILICNeg,0.5,NA,1911579308.4191587,NA,58175285119.23409,1,0.9696969696969697
Ketoglutaric Acid,"DL-Alanine, D3",0.2112012837444082,0.079547601486036,8704915,200821,Smp,Ev32Core_C,C,200821,6299133.864202671,200821_Smp_Ev32Core_C Ketoglutaric Acid,HILICNeg,8704915,Ketoglutaric Acid_X_HILICNeg,0.5,NA,12598267.728405342,NA,702140205.2366383,12,0.6363636363636364
L-Pyroglutamic acid,"Isethionic Acid, 13C2",0.17795343825236426,0.07031375290579395,62997052,200821,Smp,Ev32Core_C,C,200821,64642389.612270445,200821_Smp_Ev32Core_C L-Pyroglutamic acid,HILICNeg,62997052,L-Pyroglutamic acid_X_HILICNeg,0.5,NA,129284779.22454089,NA,5999485790.471304,7,0.7878787878787878
N-acetyltaurine,"Thymine, D4",0.1553773757985939,0.09111728988418712,1475893,200821,Smp,Ev32Core_C,C,200821,1497353.6917106807,200821_Smp_Ev32Core_C N-acetyltaurine,HILICNeg,1475893,N-acetyltaurine_X_HILICNeg,0.5,NA,2994707.3834213614,NA,123743292.58978401,22,0.33333333333333337
"NAD",Inj_vol,1.6438099102130757,1.6438099102130757,100,200821,Smp,Ev32Core_C,C,200821,100,200821_Smp_Ev32Core_C NAD,HILICNeg,100,"NAD_X_HILICNeg",0.5,NA,200,NA,877985,33,0
Orotic Acid,"DL-Alanine, D3",0.1650742450907183,0.08565897219845155,751132,200821,Smp,Ev32Core_C,C,200821,543541.3232278868,200821_Smp_Ev32Core_C Orotic Acid,HILICNeg,751132,Orotic Acid_X_HILICNeg,0.5,NA,1087082.6464557736,NA,81517827.85503356,26,0.21212121212121215
PEP,Inj_vol,0.835086800107912,0.835086800107912,502954,200821,Smp,Ev32Core_C,C,200821,502954,200821_Smp_Ev32Core_C PEP,HILICNeg,502954,PEP_X_HILICNeg,0.5,NA,1005908,NA,21535281,28,0.1515151515151515
Phosphoglyceric Acid,Inj_vol,0.5153476265288702,0.5153476265288702,877934,200821,Smp,Ev32Core_C,C,200821,877934,200821_Smp_Ev32Core_C Phosphoglyceric Acid,HILICNeg,877934,Phosphoglyceric Acid_X_HILICNeg,0.5,NA,1755868,NA,36476790,24,0.2727272727272727
Propionylglycine,Inj_vol,0.28628528858975055,0.28628528858975055,288370,200821,Smp,Ev32Core_C,C,200821,288370,200821_Smp_Ev32Core_C Propionylglycine,HILICNeg,288370,Propionylglycine_X_HILICNeg,0.5,NA,576740,NA,26342410,30,0.09090909090909094
Resorcylic Acid,Inj_vol,0.5016368211370871,0.5016368211370871,404048,200821,Smp,Ev32Core_C,C,200821,404048,200821_Smp_Ev32Core_C Resorcylic Acid,HILICNeg,404048,Resorcylic Acid_X_HILICNeg,0.5,NA,808096,NA,15649161,29,0.12121212121212122
Ribose 5 phosphate,Inj_vol,0.08129193046840115,0.08129193046840115,1890291,200821,Smp,Ev32Core_C,C,200821,1890291,200821_Smp_Ev32Core_C Ribose 5 phosphate,HILICNeg,1890291,Ribose 5 phosphate_X_HILICNeg,0.5,NA,3780582,NA,104799214,20,0.3939393939393939
Taurine,"Taurine, D4",0.23255477819148523,0.048954682170216285,161415984,200821,Smp,Ev32Core_C,C,200821,135394099.33715698,200821_Smp_Ev32Core_C Taurine,HILICNeg,161415984,Taurine_X_HILICNeg,0.5,NA,270788198.67431396,NA,16717643532.544699,3,0.9090909090909091
Threonic acid,"Sulfoacetic Acid, 13C2",0.1538822673584836,0.0779864203147052,147757328,200821,Smp,Ev32Core_C,C,200821,158120371.81428155,200821_Smp_Ev32Core_C Threonic acid,HILICNeg,147757328,Threonic acid_X_HILICNeg,0.5,NA,316240743.6285631,NA,19688379953.47617,4,0.8787878787878788
UDP-glucosamine,Inj_vol,0.0960296275181727,0.0960296275181727,1661152,200821,Smp,Ev32Core_C,C,200821,1661152,200821_Smp_Ev32Core_C UDP-glucosamine,HILICNeg,1661152,UDP-glucosamine_X_HILICNeg,0.5,NA,3322304,NA,99451127,21,0.36363636363636365
UDP-glucose,"DL-Alanine, D3",0.1587040859341653,0.0780992128825108,2035165,200821,Smp,Ev32Core_C,C,200821,1472705.565848722,200821_Smp_Ev32Core_C UDP-glucose,HILICNeg,2035165,UDP-glucose_X_HILICNeg,0.5,NA,2945411.131697444,NA,72801417.76932095,18,0.4545454545454546
Uridine,"Adenine, 15N2",0.1366854383297951,0.10450491159184168,13171587,200821,Smp,Ev32Core_C,C,200821,13146682.878491284,200821_Smp_Ev32Core_C Uridine,HILICNeg,13171587,Uridine_X_HILICNeg,0.5,NA,26293365.75698257,NA,492973791.5691351,10,0.696969696969697
Acetylglutamic acid,"Trehalose, 13C",0.17982587779856896,0.12965650874519624,6998909,200821,Smp,Ev37Core_A,A,200821,7244751.7473301245,200821_Smp_Ev37Core_A Acetylglutamic acid,HILICNeg,6998909,Acetylglutamic acid_X_HILICNeg,NA,NA,NA,NA,384901481.11855185,18,0.5
Aconitic Acid,Inj_vol,0.5627339547455327,0.5627339547455327,1600482,200821,Smp,Ev37Core_A,A,200821,1600482,200821_Smp_Ev37Core_A Aconitic Acid,HILICNeg,1600482,Aconitic Acid_X_HILICNeg,NA,NA,NA,NA,45947966,27,0.25
ADP,Inj_vol,0.963724412083022,0.963724412083022,1614399,200821,Smp,Ev37Core_A,A,200821,1614399,200821_Smp_Ev37Core_A ADP,HILICNeg,1614399,ADP_X_HILICNeg,NA,NA,NA,NA,8360529,26,0.2777777777777778
Amino Propanesulfonic Acid,Inj_vol,1.3424833968783056,1.3424833968783056,100,200821,Smp,Ev37Core_A,A,200821,100,200821_Smp_Ev37Core_A Amino Propanesulfonic Acid,HILICNeg,100,Amino Propanesulfonic Acid_X_HILICNeg,NA,NA,NA,NA,1840710,36,0
AMP,"Thymine, D4",0.10965886800781054,0.04308022982056259,22513088,200821,Smp,Ev37Core_A,A,200821,22385917.07416878,200821_Smp_Ev37Core_A AMP,HILICNeg,22513088,AMP_X_HILICNeg,NA,NA,NA,NA,633462905.9059281,12,0.6666666666666667
cAMP,Inj_vol,0.25694065867544236,0.25694065867544236,396664,200821,Smp,Ev37Core_A,A,200821,396664,200821_Smp_Ev37Core_A cAMP,HILICNeg,396664,cAMP_X_HILICNeg,NA,NA,NA,NA,83601731,30,0.16666666666666663
cGMP,Inj_vol,0.49179981505162806,0.49179981505162806,78764,200821,Smp,Ev37Core_A,A,200821,78764,200821_Smp_Ev37Core_A cGMP,HILICNeg,78764,cGMP_X_HILICNeg,NA,NA,NA,NA,9246963,34,0.05555555555555558
Citric Acid,Inj_vol,0.9475330098768916,0.9475330098768916,79403296,200821,Smp,Ev37Core_A,A,200821,79403296,200821_Smp_Ev37Core_A Citric Acid,HILICNeg,79403296,Citric Acid_X_HILICNeg,NA,NA,NA,NA,2671166449,7,0.8055555555555556
Cysteic Acid,"L-Cysteic Acid, D3",0.16632793844038476,0.03566107521744798,64118840,200821,Smp,Ev37Core_A,A,200821,48419988.64561067,200821_Smp_Ev37Core_A Cysteic Acid,HILICNeg,64118840,Cysteic Acid_X_HILICNeg,NA,NA,NA,NA,404662478.03034604,8,0.7777777777777778
Cysteinesulfinic acid,Inj_vol,0.33964880779436407,0.33964880779436407,684266,200821,Smp,Ev37Core_A,A,200821,684266,200821_Smp_Ev37Core_A Cysteinesulfinic acid,HILICNeg,684266,Cysteinesulfinic acid_X_HILICNeg,NA,NA,NA,NA,9759210,28,0.2222222222222222
DHAP,Inj_vol,0.2407263613139946,0.2407263613139946,584246,200821,Smp,Ev37Core_A,A,200821,584246,200821_Smp_Ev37Core_A DHAP,HILICNeg,584246,DHAP_X_HILICNeg,NA,NA,NA,NA,30591751,29,0.19444444444444442
DHPS,"Betaine, 13C5-15N",0.13557766785618902,0.06431628512234827,1937251712,200821,Smp,Ev37Core_A,A,200821,3525893683.467222,200821_Smp_Ev37Core_A DHPS,HILICNeg,1937251712,DHPS_X_HILICNeg,NA,NA,NA,NA,67187544026.38577,2,0.9444444444444444
Ethyl Dihydroxybenzoate,Inj_vol,0.7615976226356381,0.7615976226356381,204820,200821,Smp,Ev37Core_A,A,200821,204820,200821_Smp_Ev37Core_A Ethyl Dihydroxybenzoate,HILICNeg,204820,Ethyl Dihydroxybenzoate_X_HILICNeg,NA,NA,NA,NA,17589388,32,0.11111111111111116
FAD,Inj_vol,0.398898307733198,0.398898307733198,140186,200821,Smp,Ev37Core_A,A,200821,140186,200821_Smp_Ev37Core_A FAD,HILICNeg,140186,FAD_X_HILICNeg,NA,NA,NA,NA,7292951,33,0.08333333333333337
Fructose 6 phosphate,Inj_vol,0.0991889157843483,0.0991889157843483,11174271,200821,Smp,Ev37Core_A,A,200821,11174271,200821_Smp_Ev37Core_A Fructose 6 phosphate,HILICNeg,11174271,Fructose 6 phosphate_X_HILICNeg,NA,NA,NA,NA,615442360,15,0.5833333333333333
Gluconic Acid,"DL-Histidine, 15N",0.15773586763502784,0.05708996382828478,108523136,200821,Smp,Ev37Core_A,A,200821,96193500.18196623,200821_Smp_Ev37Core_A Gluconic Acid,HILICNeg,108523136,Gluconic Acid_X_HILICNeg,NA,NA,NA,NA,2560024107.248696,6,0.8333333333333334
Glucose 1 phosphate,Inj_vol,0.08373072041699987,0.08373072041699987,10877555,200821,Smp,Ev37Core_A,A,200821,10877555,200821_Smp_Ev37Core_A Glucose 1 phosphate,HILICNeg,10877555,Glucose 1 phosphate_X_HILICNeg,NA,NA,NA,NA,615148874,16,0.5555555555555556
Glucose 6 phosphate,"DL-Proline, D7",0.12926123043178603,0.0827422007504108,18885456,200821,Smp,Ev37Core_A,A,200821,14220847.807065196,200821_Smp_Ev37Core_A Glucose 6 phosphate,HILICNeg,18885456,Glucose 6 phosphate_X_HILICNeg,NA,NA,NA,NA,814615461.556826,13,0.6388888888888888
glycerol 3 phosphate,"DL-Proline, D7",0.103023834019364,0.06767294525538423,16240890,200821,Smp,Ev37Core_A,A,200821,12229475.68442547,200821_Smp_Ev37Core_A glycerol 3 phosphate,HILICNeg,16240890,glycerol 3 phosphate_X_HILICNeg,NA,NA,NA,NA,2195300561.847976,14,0.6111111111111112
GMP,Inj_vol,0.08082365780735079,0.08082365780735079,4364317,200821,Smp,Ev37Core_A,A,200821,4364317,200821_Smp_Ev37Core_A GMP,HILICNeg,4364317,GMP_X_HILICNeg,NA,NA,NA,NA,115042605,19,0.4722222222222222
Inosine,Inj_vol,0.09659879113344373,0.09659879113344373,48920888,200821,Smp,Ev37Core_A,A,200821,48920888,200821_Smp_Ev37Core_A Inosine,HILICNeg,48920888,Inosine_X_HILICNeg,NA,NA,NA,NA,1258256412,9,0.75
Isethionic Acid,"Isethionic Acid, 13C2",0.18373888180361925,0.02398815198131435,2322777856,200821,Smp,Ev37Core_A,A,200821,4064198995.8641276,200821_Smp_Ev37Core_A Isethionic Acid,HILICNeg,2322777856,Isethionic Acid_X_HILICNeg,NA,NA,NA,NA,58175285119.23409,1,0.9722222222222222
Ketoglutaric Acid,"DL-Alanine, D3",0.2112012837444082,0.079547601486036,27296822,200821,Smp,Ev37Core_A,A,200821,23523604.825363178,200821_Smp_Ev37Core_A Ketoglutaric Acid,HILICNeg,27296822,Ketoglutaric Acid_X_HILICNeg,NA,NA,NA,NA,702140205.2366383,10,0.7222222222222222
L-Pyroglutamic acid,"Isethionic Acid, 13C2",0.17795343825236426,0.07031375290579395,211669184,200821,Smp,Ev37Core_A,A,200821,370360722.5486565,200821_Smp_Ev37Core_A L-Pyroglutamic acid,HILICNeg,211669184,L-Pyroglutamic acid_X_HILICNeg,NA,NA,NA,NA,5999485790.471304,5,0.8611111111111112
N-acetyltaurine,"Thymine, D4",0.1553773757985939,0.09111728988418712,9161221,200821,Smp,Ev37Core_A,A,200821,9109471.504048381,200821_Smp_Ev37Core_A N-acetyltaurine,HILICNeg,9161221,N-acetyltaurine_X_HILICNeg,NA,NA,NA,NA,123743292.58978401,17,0.5277777777777778
"NAD",Inj_vol,1.6438099102130757,1.6438099102130757,100,200821,Smp,Ev37Core_A,A,200821,100,200821_Smp_Ev37Core_A NAD,HILICNeg,100,"NAD_X_HILICNeg",NA,NA,NA,NA,877985,36,0
Orotic Acid,"DL-Alanine, D3",0.1650742450907183,0.08565897219845155,1845812,200821,Smp,Ev37Core_A,A,200821,1590666.9307479549,200821_Smp_Ev37Core_A Orotic Acid,HILICNeg,1845812,Orotic Acid_X_HILICNeg,NA,NA,NA,NA,81517827.85503356,24,0.33333333333333337
PEP,Inj_vol,0.835086800107912,0.835086800107912,2030739,200821,Smp,Ev37Core_A,A,200821,2030739,200821_Smp_Ev37Core_A PEP,HILICNeg,2030739,PEP_X_HILICNeg,NA,NA,NA,NA,21535281,23,0.36111111111111116
Phosphoglyceric Acid,Inj_vol,0.5153476265288702,0.5153476265288702,4329084,200821,Smp,Ev37Core_A,A,200821,4329084,200821_Smp_Ev37Core_A Phosphoglyceric Acid,HILICNeg,4329084,Phosphoglyceric Acid_X_HILICNeg,NA,NA,NA,NA,36476790,20,0.4444444444444444
Propionylglycine,Inj_vol,0.28628528858975055,0.28628528858975055,288370,200821,Smp,Ev37Core_A,A,200821,288370,200821_Smp_Ev37Core_A Propionylglycine,HILICNeg,288370,Propionylglycine_X_HILICNeg,NA,NA,NA,NA,26342410,31,0.13888888888888884
Resorcylic Acid,Inj_vol,0.5016368211370871,0.5016368211370871,63343,200821,Smp,Ev37Core_A,A,200821,63343,200821_Smp_Ev37Core_A Resorcylic Acid,HILICNeg,63343,Resorcylic Acid_X_HILICNeg,NA,NA,NA,NA,15649161,35,0.02777777777777779
Ribose 5 phosphate,Inj_vol,0.08129193046840115,0.08129193046840115,3255168,200821,Smp,Ev37Core_A,A,200821,3255168,200821_Smp_Ev37Core_A Ribose 5 phosphate,HILICNeg,3255168,Ribose 5 phosphate_X_HILICNeg,NA,NA,NA,NA,104799214,21,0.41666666666666663
Taurine,"Taurine, D4",0.23255477819148523,0.048954682170216285,514066944,200821,Smp,Ev37Core_A,A,200821,598125544.0329199,200821_Smp_Ev37Core_A Taurine,HILICNeg,514066944,Taurine_X_HILICNeg,NA,NA,NA,NA,16717643532.544699,3,0.9166666666666666
Threonic acid,"Sulfoacetic Acid, 13C2",0.1538822673584836,0.0779864203147052,258714800,200821,Smp,Ev37Core_A,A,200821,298159928.9626635,200821_Smp_Ev37Core_A Threonic acid,HILICNeg,258714800,Threonic acid_X_HILICNeg,NA,NA,NA,NA,19688379953.47617,4,0.8888888888888888
UDP-glucosamine,Inj_vol,0.0960296275181727,0.0960296275181727,2487464,200821,Smp,Ev37Core_A,A,200821,2487464,200821_Smp_Ev37Core_A UDP-glucosamine,HILICNeg,2487464,UDP-glucosamine_X_HILICNeg,NA,NA,NA,NA,99451127,22,0.38888888888888884
UDP-glucose,"DL-Alanine, D3",0.1587040859341653,0.0780992128825108,1796001,200821,Smp,Ev37Core_A,A,200821,1547741.2641646373,200821_Smp_Ev37Core_A UDP-glucose,HILICNeg,1796001,UDP-glucose_X_HILICNeg,NA,NA,NA,NA,72801417.76932095,25,0.3055555555555556
Uridine,"Adenine, 15N2",0.1366854383297951,0.10450491159184168,24151382,200821,Smp,Ev37Core_A,A,200821,23847533.301202696,200821_Smp_Ev37Core_A Uridine,HILICNeg,24151382,Uridine_X_HILICNeg,NA,NA,NA,NA,492973791.5691351,11,0.6944444444444444
Acetylglutamic acid,"Trehalose, 13C",0.17982587779856896,0.12965650874519624,1982764,200821,Smp,Ev51Slush_A,A,200821,2270529.9287529914,200821_Smp_Ev51Slush_A Acetylglutamic acid,HILICNeg,1982764,Acetylglutamic acid_X_HILICNeg,0.2,NA,11352649.643764956,NA,384901481.11855185,16,0.5151515151515151
Aconitic Acid,Inj_vol,0.5627339547455327,0.5627339547455327,1479490,200821,Smp,Ev51Slush_A,A,200821,1479490,200821_Smp_Ev51Slush_A Aconitic Acid,HILICNeg,1479490,Aconitic Acid_X_HILICNeg,0.2,NA,7397450,NA,45947966,18,0.4545454545454546
ADP,Inj_vol,0.963724412083022,0.963724412083022,619176,200821,Smp,Ev51Slush_A,A,200821,619176,200821_Smp_Ev51Slush_A ADP,HILICNeg,619176,ADP_X_HILICNeg,0.2,NA,3095880,NA,8360529,22,0.33333333333333337
Amino Propanesulfonic Acid,Inj_vol,1.3424833968783056,1.3424833968783056,100,200821,Smp,Ev51Slush_A,A,200821,100,200821_Smp_Ev51Slush_A Amino Propanesulfonic Acid,HILICNeg,100,Amino Propanesulfonic Acid_X_HILICNeg,0.2,NA,500,NA,1840710,33,0
AMP,"Thymine, D4",0.10965886800781054,0.04308022982056259,9769833,200821,Smp,Ev51Slush_A,A,200821,10145656.952096937,200821_Smp_Ev51Slush_A AMP,HILICNeg,9769833,AMP_X_HILICNeg,0.2,NA,50728284.76048468,NA,633462905.9059281,10,0.696969696969697
cAMP,Inj_vol,0.25694065867544236,0.25694065867544236,100,200821,Smp,Ev51Slush_A,A,200821,100,200821_Smp_Ev51Slush_A cAMP,HILICNeg,100,cAMP_X_HILICNeg,0.2,NA,500,NA,83601731,33,0
cGMP,Inj_vol,0.49179981505162806,0.49179981505162806,71546,200821,Smp,Ev51Slush_A,A,200821,71546,200821_Smp_Ev51Slush_A cGMP,HILICNeg,71546,cGMP_X_HILICNeg,0.2,NA,357730,NA,9246963,29,0.12121212121212122
Citric Acid,Inj_vol,0.9475330098768916,0.9475330098768916,121466088,200821,Smp,Ev51Slush_A,A,200821,121466088,200821_Smp_Ev51Slush_A Citric Acid,HILICNeg,121466088,Citric Acid_X_HILICNeg,0.2,NA,607330440,NA,2671166449,3,0.9090909090909091
Cysteic Acid,"L-Cysteic Acid, D3",0.16632793844038476,0.03566107521744798,102370240,200821,Smp,Ev51Slush_A,A,200821,118044191.05798951,200821_Smp_Ev51Slush_A Cysteic Acid,HILICNeg,102370240,Cysteic Acid_X_HILICNeg,0.2,NA,590220955.2899475,NA,404662478.03034604,4,0.8787878787878788
Cysteinesulfinic acid,Inj_vol,0.33964880779436407,0.33964880779436407,66095,200821,Smp,Ev51Slush_A,A,200821,66095,200821_Smp_Ev51Slush_A Cysteinesulfinic acid,HILICNeg,66095,Cysteinesulfinic acid_X_HILICNeg,0.2,NA,330475,NA,9759210,31,0.06060606060606055
DHAP,Inj_vol,0.2407263613139946,0.2407263613139946,65528,200821,Smp,Ev51Slush_A,A,200821,65528,200821_Smp_Ev51Slush_A DHAP,HILICNeg,65528,DHAP_X_HILICNeg,0.2,NA,327640,NA,30591751,32,0.030303030303030276
DHPS,"Betaine, 13C5-15N",0.13557766785618902,0.06431628512234827,785436160,200821,Smp,Ev51Slush_A,A,200821,1183590903.5979278,200821_Smp_Ev51Slush_A DHPS,HILICNeg,785436160,DHPS_X_HILICNeg,0.2,NA,5917954517.989638,NA,67187544026.38577,1,0.9696969696969697
Ethyl Dihydroxybenzoate,Inj_vol,0.7615976226356381,0.7615976226356381,1938704,200821,Smp,Ev51Slush_A,A,200821,1938704,200821_Smp_Ev51Slush_A Ethyl Dihydroxybenzoate,HILICNeg,1938704,Ethyl Dihydroxybenzoate_X_HILICNeg,0.2,NA,9693520,NA,17589388,17,0.48484848484848486
FAD,Inj_vol,0.398898307733198,0.398898307733198,100,200821,Smp,Ev51Slush_A,A,200821,100,200821_Smp_Ev51Slush_A FAD,HILICNeg,100,FAD_X_HILICNeg,0.2,NA,500,NA,7292951,33,0
Fructose 6 phosphate,Inj_vol,0.0991889157843483,0.0991889157843483,7010255,200821,Smp,Ev51Slush_A,A,200821,7010255,200821_Smp_Ev51Slush_A Fructose 6 phosphate,HILICNeg,7010255,Fructose 6 phosphate_X_HILICNeg,0.2,NA,35051275,NA,615442360,11,0.6666666666666667
Gluconic Acid,"DL-Histidine, 15N",0.15773586763502784,0.05708996382828478,64064420,200821,Smp,Ev51Slush_A,A,200821,69097828.55758175,200821_Smp_Ev51Slush_A Gluconic Acid,HILICNeg,64064420,Gluconic Acid_X_HILICNeg,0.2,NA,345489142.78790873,NA,2560024107.248696,6,0.8181818181818181
Glucose 1 phosphate,Inj_vol,0.08373072041699987,0.08373072041699987,6796064,200821,Smp,Ev51Slush_A,A,200821,6796064,200821_Smp_Ev51Slush_A Glucose 1 phosphate,HILICNeg,6796064,Glucose 1 phosphate_X_HILICNeg,0.2,NA,33980320,NA,615148874,12,0.6363636363636364
Glucose 6 phosphate,"DL-Proline, D7",0.12926123043178603,0.0827422007504108,14078540,200821,Smp,Ev51Slush_A,A,200821,14392678.30311599,200821_Smp_Ev51Slush_A Glucose 6 phosphate,HILICNeg,14078540,Glucose 6 phosphate_X_HILICNeg,0.2,NA,71963391.51557994,NA,814615461.556826,9,0.7272727272727273
glycerol 3 phosphate,"DL-Proline, D7",0.103023834019364,0.06767294525538423,24367432,200821,Smp,Ev51Slush_A,A,200821,24911149.156734593,200821_Smp_Ev51Slush_A glycerol 3 phosphate,HILICNeg,24367432,glycerol 3 phosphate_X_HILICNeg,0.2,NA,124555745.78367296,NA,2195300561.847976,7,0.7878787878787878
GMP,Inj_vol,0.08082365780735079,0.08082365780735079,1458522,200821,Smp,Ev51Slush_A,A,200821,1458522,200821_Smp_Ev51Slush_A GMP,HILICNeg,1458522,GMP_X_HILICNeg,0.2,NA,7292610,NA,115042605,19,0.4242424242424242
Inosine,Inj_vol,0.09659879113344373,0.09659879113344373,580889,200821,Smp,Ev51Slush_A,A,200821,580889,200821_Smp_Ev51Slush_A Inosine,HILICNeg,580889,Inosine_X_HILICNeg,0.2,NA,2904445,NA,1258256412,23,0.303030303030303
Isethionic Acid,"Isethionic Acid, 13C2",0.18373888180361925,0.02398815198131435,17906314,200821,Smp,Ev51Slush_A,A,200821,10169714.62153346,200821_Smp_Ev51Slush_A Isethionic Acid,HILICNeg,17906314,Isethionic Acid_X_HILICNeg,0.2,NA,50848573.107667305,NA,58175285119.23409,8,0.7575757575757576
Ketoglutaric Acid,"DL-Alanine, D3",0.2112012837444082,0.079547601486036,2783488,200821,Smp,Ev51Slush_A,A,200821,2495561.9878614647,200821_Smp_Ev51Slush_A Ketoglutaric Acid,HILICNeg,2783488,Ketoglutaric Acid_X_HILICNeg,0.2,NA,12477809.939307323,NA,702140205.2366383,14,0.5757575757575757
L-Pyroglutamic acid,"Isethionic Acid, 13C2",0.17795343825236426,0.07031375290579395,79142464,200821,Smp,Ev51Slush_A,A,200821,44948182.70946134,200821_Smp_Ev51Slush_A L-Pyroglutamic acid,HILICNeg,79142464,L-Pyroglutamic acid_X_HILICNeg,0.2,NA,224740913.5473067,NA,5999485790.471304,5,0.8484848484848485
N-acetyltaurine,"Thymine, D4",0.1553773757985939,0.09111728988418712,100,200821,Smp,Ev51Slush_A,A,200821,103.84677969517941,200821_Smp_Ev51Slush_A N-acetyltaurine,HILICNeg,100,N-acetyltaurine_X_HILICNeg,0.2,NA,519.233898475897,NA,123743292.58978401,33,0
