MassFeature,FinalBMIS,Orig_RSD,FinalRSD,QC_area,runDate,type,SampID,replicate,Date,Adjusted_Area,Run.Cmpd,Column,Area,MassFeature_Column,Volume_filtered_L,umolCFiltered,Adjusted_Area_VolNormed,Adjusted_Area_CNormed,Rank,RankPercent
Gluconic Acid,"DL-Histidine, 15N",0.15773586763502784,0.05708996382828478,292907040,200821,Smp,35ppt0C_C,C,200821,281862139.85445744,200821_Smp_35ppt0C_C Gluconic Acid,HILICNeg,292907040,Gluconic Acid_X_HILICNeg,0.78,85.3133456,361361717.7621249,3303845.8153545605,5,0.868421052631579
Glucose 1 phosphate,Inj_vol,0.08373072041699987,0.08373072041699987,73506720,200821,Smp,35ppt0C_C,C,200821,73506720,200821_Smp_35ppt0C_C Glucose 1 phosphate,HILICNeg,73506720,Glucose 1 phosphate_X_HILICNeg,0.78,85.3133456,94239384.61538461,861608.690680629,11,0.7105263157894737
Glucose 6 phosphate,"DL-Proline, D7",0.12926123043178603,0.0827422007504108,108474888,200821,Smp,35ppt0C_C,C,200821,167230215.161494,200821_Smp_35ppt0C_C Glucose 6 phosphate,HILICNeg,108474888,Glucose 6 phosphate_X_HILICNeg,0.78,85.3133456,214397711.7455051,1960188.2212610587,8,0.7894736842105263
glycerol 3 phosphate,"DL-Proline, D7",0.103023834019364,0.06767294525538423,81302896,200821,Smp,35ppt0C_C,C,200821,125340537.7227268,200821_Smp_35ppt0C_C glycerol 3 phosphate,HILICNeg,81302896,glycerol 3 phosphate_X_HILICNeg,0.78,85.3133456,160692997.08041897,1469178.5539673737,9,0.7631578947368421
GMP,Inj_vol,0.08082365780735079,0.08082365780735079,6644534,200821,Smp,35ppt0C_C,C,200821,6644534,200821_Smp_35ppt0C_C GMP,HILICNeg,6644534,GMP_X_HILICNeg,0.78,85.3133456,8518633.333333334,77883.87565004836,20,0.4736842105263158
Imidazoleacrylic Acid,Inj_vol,0.8898704421046899,0.8898704421046899,NA,200821,Smp,35ppt0C_C,C,200821,NA,200821_Smp_35ppt0C_C Imidazoleacrylic Acid,HILICNeg,0,Imidazoleacrylic Acid_X_HILICNeg,0.78,85.3133456,NA,NA,38,0
Indole 3 carbinol,Inj_vol,2.121288317478402,2.121288317478402,NA,200821,Smp,35ppt0C_C,C,200821,NA,200821_Smp_35ppt0C_C Indole 3 carbinol,HILICNeg,0,Indole 3 carbinol_X_HILICNeg,0.78,85.3133456,NA,NA,38,0
Inosine,Inj_vol,0.09659879113344373,0.09659879113344373,67242408,200821,Smp,35ppt0C_C,C,200821,67242408,200821_Smp_35ppt0C_C Inosine,HILICNeg,67242408,Inosine_X_HILICNeg,0.78,85.3133456,86208215.38461538,788181.5855080005,12,0.6842105263157895
Isethionic Acid,"Isethionic Acid, 13C2",0.18373888180361925,0.02398815198131435,3159521280,200821,Smp,35ppt0C_C,C,200821,3620561709.9864,200821_Smp_35ppt0C_C Isethionic Acid,HILICNeg,3159521280,Isethionic Acid_X_HILICNeg,0.78,85.3133456,4641745782.033846,42438397.93790012,2,0.9473684210526316
Keto-?-(methylthio)butyric acid,"Sulfolactic Acid, 13C3",1.1196642443709868,0.8229990049568455,NA,200821,Smp,35ppt0C_C,C,200821,NA,200821_Smp_35ppt0C_C Keto-?-(methylthio)butyric acid,HILICNeg,0,Keto-?-(methylthio)butyric acid_X_HILICNeg,0.78,85.3133456,NA,NA,38,0
Ketoglutaric Acid,"DL-Alanine, D3",0.2112012837444082,0.079547601486036,7768044,200821,Smp,35ppt0C_C,C,200821,16630426.172769489,200821_Smp_35ppt0C_C Ketoglutaric Acid,HILICNeg,7768044,Ketoglutaric Acid_X_HILICNeg,0.78,85.3133456,21321059.19585832,194933.46622160234,17,0.5526315789473684
L-Pyroglutamic acid,"Isethionic Acid, 13C2",0.17795343825236426,0.07031375290579395,241190432,200821,Smp,35ppt0C_C,C,200821,276385175.3244968,200821_Smp_35ppt0C_C L-Pyroglutamic acid,HILICNeg,241190432,L-Pyroglutamic acid_X_HILICNeg,0.78,85.3133456,354339968.3647395,3239647.6000408637,6,0.8421052631578947
Lipoic Acid,Inj_vol,1.8426717035265943,1.8426717035265943,NA,200821,Smp,35ppt0C_C,C,200821,NA,200821_Smp_35ppt0C_C Lipoic Acid,HILICNeg,0,Lipoic Acid_X_HILICNeg,0.78,85.3133456,NA,NA,38,0
Malic Acid,"Sulfolactic Acid, 13C3",0.3466748506155491,0.19261218345062295,NA,200821,Smp,35ppt0C_C,C,200821,NA,200821_Smp_35ppt0C_C Malic Acid,HILICNeg,0,Malic Acid_X_HILICNeg,0.78,85.3133456,NA,NA,38,0
N-acetyltaurine,"Thymine, D4",0.1553773757985939,0.09111728988418712,6919592,200821,Smp,35ppt0C_C,C,200821,6090671.076907187,200821_Smp_35ppt0C_C N-acetyltaurine,HILICNeg,6919592,N-acetyltaurine_X_HILICNeg,0.78,85.3133456,7808552.662701521,71391.77386693866,19,0.5
NAD,Inj_vol,1.6438099102130757,1.6438099102130757,NA,200821,Smp,35ppt0C_C,C,200821,NA,200821_Smp_35ppt0C_C NAD,HILICNeg,0,NAD_X_HILICNeg,0.78,85.3133456,NA,NA,38,0
NADP,Inj_vol,3.162277660168379,3.162277660168379,NA,200821,Smp,35ppt0C_C,C,200821,NA,200821_Smp_35ppt0C_C NADP,HILICNeg,0,NADP_X_HILICNeg,0.78,85.3133456,NA,NA,38,0
Orotic Acid,"DL-Alanine, D3",0.1650742450907183,0.08565897219845155,3486468,200821,Smp,35ppt0C_C,C,200821,7464098.9002795685,200821_Smp_35ppt0C_C Orotic Acid,HILICNeg,3486468,Orotic Acid_X_HILICNeg,0.78,85.3133456,9569357.564460985,87490.40197386853,27,0.2894736842105263
Oxalic Acid,"Sulfolactic Acid, 13C3",0.3746637685236988,0.24710255393386615,NA,200821,Smp,35ppt0C_C,C,200821,NA,200821_Smp_35ppt0C_C Oxalic Acid,HILICNeg,0,Oxalic Acid_X_HILICNeg,0.78,85.3133456,NA,NA,38,0
PEP,"Sulfolactic Acid, 13C3",0.835086800107912,0.66707878571269,2084952,200821,Smp,35ppt0C_C,C,200821,2640877.800956709,200821_Smp_35ppt0C_C PEP,HILICNeg,2084952,PEP_X_HILICNeg,0.78,85.3133456,3385740.770457319,30955.037367057714,29,0.23684210526315785
Phosphoglyceric Acid,Inj_vol,0.5153476265288702,0.5153476265288702,3525983,200821,Smp,35ppt0C_C,C,200821,3525983,200821_Smp_35ppt0C_C Phosphoglyceric Acid,HILICNeg,3525983,Phosphoglyceric Acid_X_HILICNeg,0.78,85.3133456,4520491.025641025,41329.79401056333,26,0.3157894736842105
Propanesulfonate,Inj_vol,0.7820320832848112,0.7820320832848112,NA,200821,Smp,35ppt0C_C,C,200821,NA,200821_Smp_35ppt0C_C Propanesulfonate,HILICNeg,0,Propanesulfonate_X_HILICNeg,0.78,85.3133456,NA,NA,38,0
Propionylglycine,Inj_vol,0.28628528858975055,0.28628528858975055,4236388,200821,Smp,35ppt0C_C,C,200821,4236388,200821_Smp_35ppt0C_C Propionylglycine,HILICNeg,4236388,Propionylglycine_X_HILICNeg,0.78,85.3133456,5431266.666666666,49656.80305004941,24,0.368421052631579
Resorcylic Acid,Inj_vol,0.5016368211370871,0.5016368211370871,1020479,200821,Smp,35ppt0C_C,C,200821,1020479,200821_Smp_35ppt0C_C Resorcylic Acid,HILICNeg,1020479,Resorcylic Acid_X_HILICNeg,0.78,85.3133456,1308306.4102564103,11961.540047727303,31,0.1842105263157895
Ribose 5 phosphate,Inj_vol,0.08129193046840115,0.08129193046840115,7118023,200821,Smp,35ppt0C_C,C,200821,7118023,200821_Smp_35ppt0C_C Ribose 5 phosphate,HILICNeg,7118023,Ribose 5 phosphate_X_HILICNeg,0.78,85.3133456,9125670.512820512,83433.87485204893,18,0.5263157894736843
Salicylic Acid,Inj_vol,0.13014365324649388,0.13014365324649388,NA,200821,Smp,35ppt0C_C,C,200821,NA,200821_Smp_35ppt0C_C Salicylic Acid,HILICNeg,0,Salicylic Acid_X_HILICNeg,0.78,85.3133456,NA,NA,38,0
Shikimic Acid,Inj_vol,0.43717155719574846,0.43717155719574846,NA,200821,Smp,35ppt0C_C,C,200821,NA,200821_Smp_35ppt0C_C Shikimic Acid,HILICNeg,0,Shikimic Acid_X_HILICNeg,0.78,85.3133456,NA,NA,38,0
Succinic Acid,"Succinic Acid, D4",0.08079824475354795,0.048438073554904856,NA,200821,Smp,35ppt0C_C,C,200821,NA,200821_Smp_35ppt0C_C Succinic Acid,HILICNeg,0,Succinic Acid_X_HILICNeg,0.78,85.3133456,NA,NA,38,0
Succinic semialdehyde,Inj_vol,0.29910705154094536,0.29910705154094536,NA,200821,Smp,35ppt0C_C,C,200821,NA,200821_Smp_35ppt0C_C Succinic semialdehyde,HILICNeg,0,Succinic semialdehyde_X_HILICNeg,0.78,85.3133456,NA,NA,38,0
Sucrose,"Sucrose, 13C",0.3580389489576709,0.2500865284475179,NA,200821,Smp,35ppt0C_C,C,200821,NA,200821_Smp_35ppt0C_C Sucrose,HILICNeg,0,Sucrose_X_HILICNeg,0.78,85.3133456,NA,NA,38,0
Sulfanilic Acid,Inj_vol,0.9602447841647406,0.9602447841647406,1742060,200821,Smp,35ppt0C_C,C,200821,1742060,200821_Smp_35ppt0C_C Sulfanilic Acid,HILICNeg,1742060,Sulfanilic Acid_X_HILICNeg,0.78,85.3133456,2233410.2564102565,20419.548521374596,30,0.21052631578947367
Sulfoacetic Acid,"Sulfoacetic Acid, 13C2",0.5765593808043429,0.4699058561603427,NA,200821,Smp,35ppt0C_C,C,200821,NA,200821_Smp_35ppt0C_C Sulfoacetic Acid,HILICNeg,0,Sulfoacetic Acid_X_HILICNeg,0.78,85.3133456,NA,NA,38,0
Sulfolactic Acid,"Sulfolactic Acid, 13C3",0.49305038270825396,0.2497567368595043,NA,200821,Smp,35ppt0C_C,C,200821,NA,200821_Smp_35ppt0C_C Sulfolactic Acid,HILICNeg,0,Sulfolactic Acid_X_HILICNeg,0.78,85.3133456,NA,NA,38,0
Taurine,"Taurine, D4",0.23255477819148523,0.048954682170216285,821293120,200821,Smp,35ppt0C_C,C,200821,812281263.1064095,200821_Smp_35ppt0C_C Taurine,HILICNeg,821293120,Taurine_X_HILICNeg,0.78,85.3133456,1041386234.7518071,9521151.203175995,4,0.8947368421052632
Threonic acid,"Sulfoacetic Acid, 13C2",0.1538822673584836,0.0779864203147052,2056360320,200821,Smp,35ppt0C_C,C,200821,1156995257.1999214,200821_Smp_35ppt0C_C Threonic acid,HILICNeg,2056360320,Threonic acid_X_HILICNeg,0.78,85.3133456,1483327252.820412,13561714.747709077,3,0.9210526315789473
Thymidine,Inj_vol,0.2233621742702881,0.2233621742702881,NA,200821,Smp,35ppt0C_C,C,200821,NA,200821_Smp_35ppt0C_C Thymidine,HILICNeg,0,Thymidine_X_HILICNeg,0.78,85.3133456,NA,NA,38,0
Thymine,"Thymine, D4",0.2265575168312622,0.17647587285302796,NA,200821,Smp,35ppt0C_C,C,200821,NA,200821_Smp_35ppt0C_C Thymine,HILICNeg,0,Thymine_X_HILICNeg,0.78,85.3133456,NA,NA,38,0
Trehalose,"Trehalose, 13C",0.5090843612026432,0.43884343377538576,NA,200821,Smp,35ppt0C_C,C,200821,NA,200821_Smp_35ppt0C_C Trehalose,HILICNeg,0,Trehalose_X_HILICNeg,0.78,85.3133456,NA,NA,38,0
UDP-glucosamine,Inj_vol,0.0960296275181727,0.0960296275181727,5764486,200821,Smp,35ppt0C_C,C,200821,5764486,200821_Smp_35ppt0C_C UDP-glucosamine,HILICNeg,5764486,UDP-glucosamine_X_HILICNeg,0.78,85.3133456,7390366.666666666,67568.39694257635,21,0.4473684210526315
UDP-glucose,"DL-Alanine, D3",0.1587040859341653,0.0780992128825108,4389267,200821,Smp,35ppt0C_C,C,200821,9396880.449708242,200821_Smp_35ppt0C_C UDP-glucose,HILICNeg,4389267,UDP-glucose_X_HILICNeg,0.78,85.3133456,12047282.627831079,110145.49228635855,23,0.39473684210526316
Uracil,Inj_vol,0.21039787382646818,0.21039787382646818,NA,200821,Smp,35ppt0C_C,C,200821,NA,200821_Smp_35ppt0C_C Uracil,HILICNeg,0,Uracil_X_HILICNeg,0.78,85.3133456,NA,NA,38,0
Uridine,"Adenine, 15N2",0.1366854383297951,0.10450491159184168,18840144,200821,Smp,35ppt0C_C,C,200821,21882490.847966712,200821_Smp_35ppt0C_C Uridine,HILICNeg,18840144,Uridine_X_HILICNeg,0.78,85.3133456,28054475.44611117,256495.51889061905,15,0.6052631578947368
3-Sulfopyruvic Acid,Inj_vol,1.1573950180010149,1.1573950180010149,NA,200821,Smp,50ppt-3C_A,A,200821,NA,200821_Smp_50ppt-3C_A 3-Sulfopyruvic Acid,HILICNeg,0,3-Sulfopyruvic Acid_X_HILICNeg,0.44,25.87667432,NA,NA,27,0
Acetylglutamic acid,"Trehalose, 13C",0.17982587779856896,0.12965650874519624,NA,200821,Smp,50ppt-3C_A,A,200821,NA,200821_Smp_50ppt-3C_A Acetylglutamic acid,HILICNeg,0,Acetylglutamic acid_X_HILICNeg,0.44,25.87667432,NA,NA,27,0
Acetylglycine,Inj_vol,0.7919074551041827,0.7919074551041827,NA,200821,Smp,50ppt-3C_A,A,200821,NA,200821_Smp_50ppt-3C_A Acetylglycine,HILICNeg,0,Acetylglycine_X_HILICNeg,0.44,25.87667432,NA,NA,27,0
Aconitic Acid,"Sulfolactic Acid, 13C3",0.5627339547455327,0.3084740910341934,427441,200821,Smp,50ppt-3C_A,A,200821,649114.3939383511,200821_Smp_50ppt-3C_A Aconitic Acid,HILICNeg,427441,Aconitic Acid_X_HILICNeg,0.44,25.87667432,1475259.9862235251,25084.92342992672,21,0.2222222222222222
ADP,Inj_vol,0.963724412083022,0.963724412083022,186486,200821,Smp,50ppt-3C_A,A,200821,186486,200821_Smp_50ppt-3C_A ADP,HILICNeg,186486,ADP_X_HILICNeg,0.44,25.87667432,423831.8181818182,7206.722073085936,24,0.11111111111111116
Allopurinol,Inj_vol,0.7965902290302221,0.7965902290302221,NA,200821,Smp,50ppt-3C_A,A,200821,NA,200821_Smp_50ppt-3C_A Allopurinol,HILICNeg,0,Allopurinol_X_HILICNeg,0.44,25.87667432,NA,NA,27,0
Amino Propanesulfonic Acid,Inj_vol,1.3424833968783056,1.3424833968783056,NA,200821,Smp,50ppt-3C_A,A,200821,NA,200821_Smp_50ppt-3C_A Amino Propanesulfonic Acid,HILICNeg,0,Amino Propanesulfonic Acid_X_HILICNeg,0.44,25.87667432,NA,NA,27,0
AMP,"Thymine, D4",0.10965886800781054,0.04308022982056259,4036496,200821,Smp,50ppt-3C_A,A,200821,3735757.510055176,200821_Smp_50ppt-3C_A AMP,HILICNeg,4036496,AMP_X_HILICNeg,0.44,25.87667432,8490357.977398127,144367.76008607182,14,0.4814814814814815
ATP,Inj_vol,2.1083447391247536,2.1083447391247536,NA,200821,Smp,50ppt-3C_A,A,200821,NA,200821_Smp_50ppt-3C_A ATP,HILICNeg,0,ATP_X_HILICNeg,0.44,25.87667432,NA,NA,27,0
Butyrylglycine,Inj_vol,0.4060836667444098,0.4060836667444098,NA,200821,Smp,50ppt-3C_A,A,200821,NA,200821_Smp_50ppt-3C_A Butyrylglycine,HILICNeg,0,Butyrylglycine_X_HILICNeg,0.44,25.87667432,NA,NA,27,0
cAMP,Inj_vol,0.25694065867544236,0.25694065867544236,NA,200821,Smp,50ppt-3C_A,A,200821,NA,200821_Smp_50ppt-3C_A cAMP,HILICNeg,0,cAMP_X_HILICNeg,0.44,25.87667432,NA,NA,27,0
cGMP,Inj_vol,0.49179981505162806,0.49179981505162806,NA,200821,Smp,50ppt-3C_A,A,200821,NA,200821_Smp_50ppt-3C_A cGMP,HILICNeg,0,cGMP_X_HILICNeg,0.44,25.87667432,NA,NA,27,0
Citric Acid,"Sulfolactic Acid, 13C3",0.9475330098768916,0.6731408106737015,NA,200821,Smp,50ppt-3C_A,A,200821,NA,200821_Smp_50ppt-3C_A Citric Acid,HILICNeg,0,Citric Acid_X_HILICNeg,0.44,25.87667432,NA,NA,27,0
Cyclic diGMP,Inj_vol,2.297020791694121,2.297020791694121,NA,200821,Smp,50ppt-3C_A,A,200821,NA,200821_Smp_50ppt-3C_A Cyclic diGMP,HILICNeg,0,Cyclic diGMP_X_HILICNeg,0.44,25.87667432,NA,NA,27,0
Cysteic Acid,"L-Cysteic Acid, D3",0.16632793844038476,0.03566107521744798,588002,200821,Smp,50ppt-3C_A,A,200821,711538.3240483227,200821_Smp_50ppt-3C_A Cysteic Acid,HILICNeg,588002,Cysteic Acid_X_HILICNeg,0.44,25.87667432,1617132.554655279,27497.286368765595,18,0.33333333333333337
Cysteinesulfinic acid,Inj_vol,0.33964880779436407,0.33964880779436407,NA,200821,Smp,50ppt-3C_A,A,200821,NA,200821_Smp_50ppt-3C_A Cysteinesulfinic acid,HILICNeg,0,Cysteinesulfinic acid_X_HILICNeg,0.44,25.87667432,NA,NA,27,0
DHAP,Inj_vol,0.2407263613139946,0.2407263613139946,215586,200821,Smp,50ppt-3C_A,A,200821,215586,200821_Smp_50ppt-3C_A DHAP,HILICNeg,215586,DHAP_X_HILICNeg,0.44,25.87667432,489968.1818181818,8331.286985877248,23,0.14814814814814814
DHPS,"Betaine, 13C5-15N",0.13557766785618902,0.06431628512234827,578758080,200821,Smp,50ppt-3C_A,A,200821,578788759.451068,200821_Smp_50ppt-3C_A DHPS,HILICNeg,578758080,DHPS_X_HILICNeg,0.44,25.87667432,1315428998.7524273,22367200.371020015,2,0.9259259259259259
Ethanesulfonic Acid,Inj_vol,1.5654138651725993,1.5654138651725993,NA,200821,Smp,50ppt-3C_A,A,200821,NA,200821_Smp_50ppt-3C_A Ethanesulfonic Acid,HILICNeg,0,Ethanesulfonic Acid_X_HILICNeg,0.44,25.87667432,NA,NA,27,0
Ethyl Dihydroxybenzoate,Inj_vol,0.7615976226356381,0.7615976226356381,NA,200821,Smp,50ppt-3C_A,A,200821,NA,200821_Smp_50ppt-3C_A Ethyl Dihydroxybenzoate,HILICNeg,0,Ethyl Dihydroxybenzoate_X_HILICNeg,0.44,25.87667432,NA,NA,27,0
FAD,Inj_vol,0.398898307733198,0.398898307733198,55352,200821,Smp,50ppt-3C_A,A,200821,55352,200821_Smp_50ppt-3C_A FAD,HILICNeg,55352,FAD_X_HILICNeg,0.44,25.87667432,125800,2139.0693145300597,26,0.03703703703703709
Fructose 6 phosphate,Inj_vol,0.0991889157843483,0.0991889157843483,4886433,200821,Smp,50ppt-3C_A,A,200821,4886433,200821_Smp_50ppt-3C_A Fructose 6 phosphate,HILICNeg,4886433,Fructose 6 phosphate_X_HILICNeg,0.44,25.87667432,11105529.545454545,188835.43300706503,12,0.5555555555555556
Fumaric Acid,"DL-Alanine, D3",0.2811697876195837,0.15230480472183278,NA,200821,Smp,50ppt-3C_A,A,200821,NA,200821_Smp_50ppt-3C_A Fumaric Acid,HILICNeg,0,Fumaric Acid_X_HILICNeg,0.44,25.87667432,NA,NA,27,0
Gluconic Acid,"DL-Histidine, 15N",0.15773586763502784,0.05708996382828478,8595621,200821,Smp,50ppt-3C_A,A,200821,9566062.177218223,200821_Smp_50ppt-3C_A Gluconic Acid,HILICNeg,8595621,Gluconic Acid_X_HILICNeg,0.44,25.87667432,21741050.40276869,369678.96488246345,9,0.6666666666666667
Glucose 1 phosphate,Inj_vol,0.08373072041699987,0.08373072041699987,5070276,200821,Smp,50ppt-3C_A,A,200821,5070276,200821_Smp_50ppt-3C_A Glucose 1 phosphate,HILICNeg,5070276,Glucose 1 phosphate_X_HILICNeg,0.44,25.87667432,11523354.545454545,195940.01676178302,11,0.5925925925925926
Glucose 6 phosphate,"DL-Proline, D7",0.12926123043178603,0.0827422007504108,5179100,200821,Smp,50ppt-3C_A,A,200821,7542007.33260828,200821_Smp_50ppt-3C_A Glucose 6 phosphate,HILICNeg,5179100,Glucose 6 phosphate_X_HILICNeg,0.44,25.87667432,17140925.75592791,291459.6844764973,10,0.6296296296296297
glycerol 3 phosphate,"DL-Proline, D7",0.103023834019364,0.06767294525538423,34095228,200821,Smp,50ppt-3C_A,A,200821,49650800.25157868,200821_Smp_50ppt-3C_A glycerol 3 phosphate,HILICNeg,34095228,glycerol 3 phosphate_X_HILICNeg,0.44,25.87667432,112842727.844497,1918747.3489668544,6,0.7777777777777778
GMP,Inj_vol,0.08082365780735079,0.08082365780735079,843367,200821,Smp,50ppt-3C_A,A,200821,843367,200821_Smp_50ppt-3C_A GMP,HILICNeg,843367,GMP_X_HILICNeg,0.44,25.87667432,1916743.1818181819,32591.784769968075,16,0.40740740740740744
Imidazoleacrylic Acid,Inj_vol,0.8898704421046899,0.8898704421046899,NA,200821,Smp,50ppt-3C_A,A,200821,NA,200821_Smp_50ppt-3C_A Imidazoleacrylic Acid,HILICNeg,0,Imidazoleacrylic Acid_X_HILICNeg,0.44,25.87667432,NA,NA,27,0
Indole 3 carbinol,Inj_vol,2.121288317478402,2.121288317478402,NA,200821,Smp,50ppt-3C_A,A,200821,NA,200821_Smp_50ppt-3C_A Indole 3 carbinol,HILICNeg,0,Indole 3 carbinol_X_HILICNeg,0.44,25.87667432,NA,NA,27,0
Inosine,Inj_vol,0.09659879113344373,0.09659879113344373,19044544,200821,Smp,50ppt-3C_A,A,200821,19044544,200821_Smp_50ppt-3C_A Inosine,HILICNeg,19044544,Inosine_X_HILICNeg,0.44,25.87667432,43283054.54545455,735973.4007735504,7,0.7407407407407407
Isethionic Acid,"Isethionic Acid, 13C2",0.18373888180361925,0.02398815198131435,1323284992,200821,Smp,50ppt-3C_A,A,200821,1260021062.0148644,200821_Smp_50ppt-3C_A Isethionic Acid,HILICNeg,1323284992,Isethionic Acid_X_HILICNeg,0.44,25.87667432,2863684231.8519645,48693315.31683722,1,0.962962962962963
Keto-?-(methylthio)butyric acid,"Sulfolactic Acid, 13C3",1.1196642443709868,0.8229990049568455,NA,200821,Smp,50ppt-3C_A,A,200821,NA,200821_Smp_50ppt-3C_A Keto-?-(methylthio)butyric acid,HILICNeg,0,Keto-?-(methylthio)butyric acid_X_HILICNeg,0.44,25.87667432,NA,NA,27,0
Ketoglutaric Acid,"DL-Alanine, D3",0.2112012837444082,0.079547601486036,4204128,200821,Smp,50ppt-3C_A,A,200821,4569691.081329018,200821_Smp_50ppt-3C_A Ketoglutaric Acid,HILICNeg,4204128,Ketoglutaric Acid_X_HILICNeg,0.44,25.87667432,10385661.54847504,176594.99148996585,13,0.5185185185185186
L-Pyroglutamic acid,"Isethionic Acid, 13C2",0.17795343825236426,0.07031375290579395,68096608,200821,Smp,50ppt-3C_A,A,200821,64841028.8414802,200821_Smp_50ppt-3C_A L-Pyroglutamic acid,HILICNeg,68096608,L-Pyroglutamic acid_X_HILICNeg,0.44,25.87667432,147365974.63972774,2505771.3382961573,5,0.8148148148148149
Lipoic Acid,Inj_vol,1.8426717035265943,1.8426717035265943,NA,200821,Smp,50ppt-3C_A,A,200821,NA,200821_Smp_50ppt-3C_A Lipoic Acid,HILICNeg,0,Lipoic Acid_X_HILICNeg,0.44,25.87667432,NA,NA,27,0
Malic Acid,"Sulfolactic Acid, 13C3",0.3466748506155491,0.19261218345062295,NA,200821,Smp,50ppt-3C_A,A,200821,NA,200821_Smp_50ppt-3C_A Malic Acid,HILICNeg,0,Malic Acid_X_HILICNeg,0.44,25.87667432,NA,NA,27,0
N-acetyltaurine,"Thymine, D4",0.1553773757985939,0.09111728988418712,2147322,200821,Smp,50ppt-3C_A,A,200821,1987336.1172677244,200821_Smp_50ppt-3C_A N-acetyltaurine,HILICNeg,2147322,N-acetyltaurine_X_HILICNeg,0.44,25.87667432,4516672.993790283,76800.29097602077,15,0.4444444444444444
NAD,Inj_vol,1.6438099102130757,1.6438099102130757,73437,200821,Smp,50ppt-3C_A,A,200821,73437,200821_Smp_50ppt-3C_A NAD,HILICNeg,73437,NAD_X_HILICNeg,0.44,25.87667432,166902.27272727274,2837.9612886823243,25,0.07407407407407407
NADP,Inj_vol,3.162277660168379,3.162277660168379,NA,200821,Smp,50ppt-3C_A,A,200821,NA,200821_Smp_50ppt-3C_A NADP,HILICNeg,0,NADP_X_HILICNeg,0.44,25.87667432,NA,NA,27,0
Orotic Acid,"DL-Alanine, D3",0.1650742450907183,0.08565897219845155,388661,200821,Smp,50ppt-3C_A,A,200821,422456.38224155334,200821_Smp_50ppt-3C_A Orotic Acid,HILICNeg,388661,Orotic Acid_X_HILICNeg,0.44,25.87667432,960128.1414580757,16325.760297374773,22,0.18518518518518523
Oxalic Acid,"Sulfolactic Acid, 13C3",0.3746637685236988,0.24710255393386615,NA,200821,Smp,50ppt-3C_A,A,200821,NA,200821_Smp_50ppt-3C_A Oxalic Acid,HILICNeg,0,Oxalic Acid_X_HILICNeg,0.44,25.87667432,NA,NA,27,0
PEP,"Sulfolactic Acid, 13C3",0.835086800107912,0.66707878571269,NA,200821,Smp,50ppt-3C_A,A,200821,NA,200821_Smp_50ppt-3C_A PEP,HILICNeg,0,PEP_X_HILICNeg,0.44,25.87667432,NA,NA,27,0
Phosphoglyceric Acid,Inj_vol,0.5153476265288702,0.5153476265288702,NA,200821,Smp,50ppt-3C_A,A,200821,NA,200821_Smp_50ppt-3C_A Phosphoglyceric Acid,HILICNeg,0,Phosphoglyceric Acid_X_HILICNeg,0.44,25.87667432,NA,NA,27,0
Propanesulfonate,Inj_vol,0.7820320832848112,0.7820320832848112,NA,200821,Smp,50ppt-3C_A,A,200821,NA,200821_Smp_50ppt-3C_A Propanesulfonate,HILICNeg,0,Propanesulfonate_X_HILICNeg,0.44,25.87667432,NA,NA,27,0
Propionylglycine,Inj_vol,0.28628528858975055,0.28628528858975055,NA,200821,Smp,50ppt-3C_A,A,200821,NA,200821_Smp_50ppt-3C_A Propionylglycine,HILICNeg,0,Propionylglycine_X_HILICNeg,0.44,25.87667432,NA,NA,27,0
Resorcylic Acid,Inj_vol,0.5016368211370871,0.5016368211370871,NA,200821,Smp,50ppt-3C_A,A,200821,NA,200821_Smp_50ppt-3C_A Resorcylic Acid,HILICNeg,0,Resorcylic Acid_X_HILICNeg,0.44,25.87667432,NA,NA,27,0
Ribose 5 phosphate,Inj_vol,0.08129193046840115,0.08129193046840115,544995,200821,Smp,50ppt-3C_A,A,200821,544995,200821_Smp_50ppt-3C_A Ribose 5 phosphate,HILICNeg,544995,Ribose 5 phosphate_X_HILICNeg,0.44,25.87667432,1238625,21061.245864147815,20,0.2592592592592593
Salicylic Acid,Inj_vol,0.13014365324649388,0.13014365324649388,NA,200821,Smp,50ppt-3C_A,A,200821,NA,200821_Smp_50ppt-3C_A Salicylic Acid,HILICNeg,0,Salicylic Acid_X_HILICNeg,0.44,25.87667432,NA,NA,27,0
Shikimic Acid,Inj_vol,0.43717155719574846,0.43717155719574846,NA,200821,Smp,50ppt-3C_A,A,200821,NA,200821_Smp_50ppt-3C_A Shikimic Acid,HILICNeg,0,Shikimic Acid_X_HILICNeg,0.44,25.87667432,NA,NA,27,0
Succinic Acid,"Succinic Acid, D4",0.08079824475354795,0.048438073554904856,NA,200821,Smp,50ppt-3C_A,A,200821,NA,200821_Smp_50ppt-3C_A Succinic Acid,HILICNeg,0,Succinic Acid_X_HILICNeg,0.44,25.87667432,NA,NA,27,0
Succinic semialdehyde,Inj_vol,0.29910705154094536,0.29910705154094536,NA,200821,Smp,50ppt-3C_A,A,200821,NA,200821_Smp_50ppt-3C_A Succinic semialdehyde,HILICNeg,0,Succinic semialdehyde_X_HILICNeg,0.44,25.87667432,NA,NA,27,0
